선수명,팀,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,시즌,IP_float,FIP,xFIP,ERA+,K/9,BB/9,K/BB,pWAR
김연주,키움,6.62,20,1,3,0,0,0.25,51 2/3,67,10,25,6,28,40,38,1.781,0,0,0,0,250,939,0.316,14,2,2,5,2,0,0,2025,51.666666666666664,6.33,6.33,62.8,4.88,4.35,1.12,-0.76
김동규,키움,6.75,9,0,0,0,0,,8,13,2,11,0,10,11,6,3.0,0,0,0,0,49,203,0.342,1,0,0,0,0,4,0,2025,8.0,7.98,7.98,61.6,11.25,12.38,0.91,-0.26
박정훈,키움,7.43,16,0,1,1,0,0.0,23,24,1,20,4,7,24,19,1.913,0,0,0,0,116,450,0.276,6,0,1,4,0,3,0,2025,23.0,6.19,6.19,56.0,2.74,7.83,0.35,-0.3
양지율,키움,8.36,18,0,2,0,1,0.0,14,18,3,7,3,10,13,13,1.786,0,0,0,0,69,268,0.305,1,2,0,0,0,1,0,2025,14.0,6.6,6.6,49.7,6.43,4.5,1.43,-0.25
윤현,키움,8.59,17,2,1,0,0,0.667,22,31,2,23,5,15,28,21,2.455,0,0,0,1,125,514,0.326,4,1,0,2,0,5,0,2025,22.0,6.74,6.74,48.4,6.14,9.41,0.65,-0.42
이준우,키움,8.61,31,1,4,0,3,0.2,23,37,6,12,1,22,23,22,2.13,0,0,0,0,118,469,0.359,7,1,2,0,0,0,0,2025,23.0,6.27,6.27,48.3,8.61,4.7,1.83,-0.32
전준표,키움,8.85,21,2,2,0,1,0.5,20 1/3,33,2,19,3,15,22,20,2.557,0,0,0,0,114,400,0.375,8,0,3,1,3,3,0,2025,20.333333333333332,6.15,6.15,47.0,6.64,8.41,0.79,-0.26
손힘찬,키움,11.25,4,0,0,0,0,,4,5,0,4,1,4,5,5,,0,0,0,0,22,84,0.294,2,0,0,0,0,1,0,2025,4.0,,,,,,,
손현기,키움,15.0,2,0,0,0,0,,3,4,1,6,1,1,5,5,,0,0,0,0,18,78,0.364,1,0,0,0,0,1,0,2025,3.0,,,,,,,
정세영,키움,16.88,4,0,1,0,0,0.0,2 2/3,9,0,4,0,2,6,5,,0,0,0,0,22,84,0.5,2,0,0,0,0,1,0,2025,2.6666666666666665,,,,,,,
김서준,키움,20.25,4,0,0,0,0,,5 1/3,14,2,5,0,4,12,12,3.562,0,0,0,0,34,123,0.5,5,0,0,1,0,1,0,2025,5.333333333333333,9.29,9.29,20.5,6.75,8.44,0.8,-0.25
임진묵,키움,24.55,4,0,0,0,0,,3 2/3,10,0,5,1,3,11,10,,0,0,0,0,28,108,0.476,2,1,0,1,0,1,0,2025,3.6666666666666665,,,,,,,
