선수명,팀,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,시즌,BABIP,ISO,wOBA,wRC+,OPS+,bWAR
박동원,LG,0.249,130,481,409,54,102,17,1,20,181,75,8,8,49,3,7,90,7,0.443,0.334,0.777,2023,0.267,0.194,0.329,105.3,106.8,3.39
김민성,LG,0.249,112,316,273,34,68,11,0,8,103,41,9,2,25,0,7,58,7,0.377,0.326,0.703,2023,0.287,0.128,0.307,89.5,88.9,1.62
이재원,LG,0.214,57,129,112,15,24,5,0,4,41,18,0,3,12,2,2,40,1,0.366,0.295,0.661,2023,0.282,0.152,0.279,69.3,77.3,0.35
손호영,LG,0.205,27,45,44,8,9,0,0,1,12,6,0,0,1,0,0,12,5,0.273,0.222,0.495,2023,0.258,0.068,0.214,22.5,34.0,-0.13
김주성,LG,0.2,11,7,5,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0.2,0.429,0.629,2023,,,,,,
서건창,LG,0.2,44,126,110,14,22,5,2,0,31,12,3,3,10,0,0,14,5,0.282,0.26,0.542,2023,0.222,0.082,0.237,39.1,47.3,-0.12
허도환,LG,0.141,47,81,64,8,9,3,0,2,18,10,7,1,3,0,6,20,3,0.281,0.243,0.524,2023,0.163,0.14,0.236,38.3,42.0,-0.09
김기연,LG,0.118,28,40,34,3,4,0,0,0,4,2,1,0,5,0,0,10,0,0.118,0.231,0.349,2023,0.167,0.0,0.176,-4.9,0.2,-0.25
김범석,LG,0.111,10,29,27,3,3,1,0,1,7,4,0,1,1,0,0,5,1,0.259,0.138,0.397,2023,0.091,0.148,0.165,-12.8,6.1,-0.21
최승민,LG,0.071,38,15,14,10,1,0,0,0,1,1,0,0,1,0,0,4,1,0.071,0.133,0.204,2023,,,,,,
송찬의,LG,0.056,19,22,18,2,1,1,0,0,2,1,0,0,4,0,0,6,0,0.111,0.227,0.338,2023,0.083,0.055,0.18,-2.0,-2.6,-0.13
송대현,LG,0.0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2023,,,,,,
전준호,LG,0.0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,,,,,,
김민혁,KT,0.297,113,448,397,68,118,20,3,3,153,41,7,5,36,0,3,48,4,0.385,0.356,0.741,2023,0.328,0.088,0.322,108.5,107.8,3.07
황재균,KT,0.295,109,457,407,62,120,26,2,6,168,49,3,1,45,1,1,64,15,0.413,0.366,0.779,2023,0.337,0.118,0.337,120.2,118.1,3.73
정준영,KT,0.292,34,55,48,6,14,2,0,0,16,6,4,0,3,0,0,11,1,0.333,0.333,0.666,2023,0.378,0.041,0.293,85.9,87.3,0.24
안치영,KT,0.29,76,136,124,20,36,3,1,0,41,9,3,1,6,0,2,35,1,0.331,0.331,0.662,2023,0.4,0.041,0.29,83.6,86.2,0.56
알포드,KT,0.289,133,547,491,83,142,31,3,15,224,70,0,3,47,1,6,140,6,0.456,0.356,0.812,2023,0.375,0.167,0.347,128.0,125.9,4.94
장성우,KT,0.288,131,464,410,37,118,22,0,11,173,65,3,7,42,1,2,70,12,0.422,0.351,0.773,2023,0.318,0.134,0.331,115.6,115.7,3.55
박병호,KT,0.283,132,493,431,53,122,15,0,18,191,87,0,8,46,2,8,114,9,0.443,0.357,0.8,2023,0.339,0.16,0.341,123.4,122.9,4.2
이호연,KT,0.278,85,234,212,28,59,5,1,3,75,17,1,1,16,0,4,41,6,0.354,0.339,0.693,2023,0.331,0.076,0.304,94.5,94.6,1.24
배정대,KT,0.277,97,361,311,48,86,16,0,2,108,38,4,5,38,1,3,76,2,0.347,0.356,0.703,2023,0.353,0.07,0.309,98.4,98.2,2.07
김상수,KT,0.271,129,512,443,58,120,19,1,3,150,56,8,3,55,0,3,68,9,0.339,0.353,0.692,2023,0.312,0.068,0.307,96.9,95.2,2.85
강백호,KT,0.265,71,271,238,32,63,10,1,8,99,39,0,2,31,4,0,55,1,0.416,0.347,0.763,2023,0.311,0.151,0.324,110.1,112.9,1.91
문상철,KT,0.26,112,330,304,30,79,20,0,9,126,46,1,6,16,1,3,81,4,0.414,0.298,0.712,2023,0.318,0.154,0.3,91.4,96.8,1.63
오윤석,KT,0.251,82,223,199,24,50,13,1,4,77,17,6,0,13,1,5,44,7,0.387,0.313,0.7,2023,0.305,0.136,0.301,92.2,94.7,1.12
박민석,KT,0.25,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0.25,0.25,0.5,2023,,,,,,
조용호,KT,0.248,63,184,161,20,40,2,0,0,42,7,0,0,23,0,0,25,3,0.261,0.342,0.603,2023,0.294,0.013,0.278,74.3,71.8,0.56
홍현빈,KT,0.233,44,86,73,15,17,2,0,0,19,1,0,0,13,0,0,21,2,0.26,0.349,0.609,2023,0.327,0.027,0.283,78.1,73.8,0.3
김준태,KT,0.209,69,136,115,10,24,4,0,3,37,23,1,0,19,0,1,32,3,0.322,0.326,0.648,2023,0.262,0.113,0.291,84.4,82.3,0.57
신본기,KT,0.204,40,75,54,8,11,2,0,1,16,7,1,4,14,0,2,8,3,0.296,0.365,0.661,2023,0.204,0.092,0.302,93.0,88.0,0.38
문상준,KT,0.2,2,5,5,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0.2,0.2,0.4,2023,,,,,,
박경수,KT,0.2,107,221,185,12,37,13,0,1,53,12,5,0,30,1,1,46,2,0.286,0.315,0.601,2023,0.261,0.086,0.272,69.6,69.6,0.56
강현우,KT,0.194,53,111,103,11,20,6,0,1,29,11,1,0,6,0,1,17,3,0.282,0.245,0.527,2023,0.224,0.088,0.232,38.4,46.4,-0.11
강민성,KT,0.182,12,27,22,2,4,1,0,0,5,0,1,0,4,0,0,10,0,0.227,0.308,0.535,2023,0.333,0.045,0.252,54.0,52.4,0.02
장준원,KT,0.172,69,104,87,10,15,2,1,1,22,10,3,1,12,0,1,25,1,0.253,0.277,0.53,2023,0.226,0.081,0.242,46.2,49.2,-0.01
이상호,KT,0.148,63,60,54,15,8,1,0,0,9,5,4,0,2,0,0,9,2,0.167,0.179,0.346,2023,0.178,0.019,0.155,-21.6,-3.8,-0.46
이시원,KT,0.138,29,32,29,4,4,0,0,0,4,1,1,0,2,0,0,6,0,0.138,0.194,0.332,2023,0.174,0.0,0.156,-20.9,-6.4,-0.24
류현인,KT,0.13,17,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0.13,0.167,0.297,2023,0.158,0.0,0.137,-35.7,-17.0,-0.22
송민섭,KT,0.13,69,25,23,6,3,0,0,0,3,0,0,0,1,0,1,8,0,0.13,0.2,0.33,2023,0.2,0.0,0.16,-17.7,-6.6,-0.18
손민석,KT,0.1,9,12,10,2,1,0,0,0,1,1,0,0,1,0,1,3,0,0.1,0.25,0.35,2023,,,,,,
김병준,KT,0.0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2023,,,,,,
김병희,KT,0.0,5,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.111,0.111,2023,,,,,,
문상인,KT,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,1.0,1.0,2023,,,,,,
김정민,SSG,0.5,8,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1.0,2023,,,,,,
에레디아,SSG,0.323,122,523,473,76,153,29,0,12,218,76,1,1,39,4,9,75,13,0.461,0.385,0.846,2023,0.364,0.138,0.362,132.9,129.7,5.27
하재훈,SSG,0.303,77,229,201,35,61,10,1,7,94,35,2,2,19,1,5,53,0,0.468,0.374,0.842,2023,0.378,0.165,0.359,130.7,128.1,2.25
최정,SSG,0.297,128,552,471,94,140,31,0,29,258,87,1,6,59,6,15,87,12,0.548,0.388,0.936,2023,0.307,0.251,0.39,153.6,151.7,6.9
최항,SSG,0.286,21,35,28,3,8,1,0,1,12,6,1,1,5,0,0,12,1,0.429,0.382,0.811,2023,0.438,0.143,0.349,123.2,121.0,0.31
한유섬,SSG,0.273,109,388,333,29,91,15,2,7,131,55,2,7,34,1,12,81,3,0.393,0.355,0.748,2023,0.333,0.12,0.324,104.7,104.2,2.63
최지훈,SSG,0.268,117,503,462,65,124,19,8,2,165,30,8,1,29,0,3,50,3,0.357,0.315,0.672,2023,0.297,0.089,0.292,81.0,83.4,2.01
김성현,SSG,0.268,112,354,310,35,83,14,0,1,100,27,13,2,29,1,0,36,6,0.323,0.328,0.651,2023,0.298,0.055,0.287,77.3,79.1,1.26
최준우,SSG,0.267,38,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0.283,0.348,0.631,2023,0.314,0.016,0.286,76.5,75.4,0.24
박성한,SSG,0.266,128,529,459,53,122,19,0,9,168,47,7,4,58,1,1,56,7,0.366,0.347,0.713,2023,0.284,0.1,0.312,95.8,95.2,3.03
강진성,SSG,0.261,58,145,134,10,35,6,1,3,52,17,1,1,6,0,3,20,2,0.388,0.306,0.694,2023,0.286,0.127,0.298,85.4,88.2,0.65
추신수,SSG,0.254,112,462,382,65,97,17,1,12,152,41,0,2,65,1,13,79,8,0.398,0.379,0.777,2023,0.29,0.144,0.342,118.1,112.6,3.85
안상현,SSG,0.241,58,66,58,10,14,3,0,0,17,2,3,0,5,0,0,15,1,0.293,0.302,0.595,2023,0.326,0.052,0.264,60.2,64.0,0.1
오태곤,SSG,0.239,123,305,272,37,65,14,1,7,102,28,8,3,18,0,4,67,6,0.375,0.293,0.668,2023,0.289,0.136,0.287,77.3,81.1,1.08
최상민,SSG,0.235,51,41,34,5,8,0,0,0,8,3,2,1,4,0,0,7,0,0.235,0.308,0.543,2023,0.286,0.0,0.248,48.4,51.8,0.01
최주환,SSG,0.235,134,478,426,48,100,24,0,20,184,63,1,3,44,4,4,94,6,0.432,0.31,0.742,2023,0.254,0.197,0.313,96.6,100.1,2.78
김찬형,SSG,0.229,36,53,48,6,11,3,0,1,17,5,2,0,2,0,1,10,1,0.354,0.275,0.629,2023,0.27,0.125,0.272,66.2,70.6,0.12
김강민,SSG,0.226,70,166,137,20,31,3,0,2,40,7,2,3,23,1,1,38,2,0.292,0.335,0.627,2023,0.29,0.066,0.282,73.6,73.7,0.52
김민식,SSG,0.218,122,318,266,28,58,9,1,5,84,34,17,2,31,1,2,57,6,0.316,0.302,0.618,2023,0.257,0.098,0.273,66.9,69.6,0.74
전의산,SSG,0.201,56,153,134,11,27,6,0,4,45,21,0,1,15,0,3,40,1,0.336,0.294,0.63,2023,0.253,0.135,0.278,70.6,72.0,0.42
조형우,SSG,0.185,62,133,119,9,22,4,1,2,34,12,4,1,8,0,1,25,2,0.286,0.24,0.526,2023,0.215,0.101,0.23,35.0,43.6,-0.19
이정범,SSG,0.172,15,33,29,2,5,0,0,0,5,4,0,2,2,0,0,6,1,0.172,0.212,0.384,2023,0.2,0.0,0.173,-7.2,7.5,-0.21
최경모,SSG,0.15,28,20,20,6,3,0,0,0,3,1,0,0,0,0,0,5,0,0.15,0.15,0.3,2023,0.2,0.0,0.13,-39.1,-16.5,-0.2
이재원,SSG,0.091,27,48,44,3,4,1,0,0,5,2,1,1,2,0,0,8,4,0.114,0.128,0.242,2023,0.108,0.023,0.111,-53.2,-31.8,-0.56
이흥련,SSG,0.071,16,17,14,1,1,0,0,1,4,2,1,0,2,0,0,6,0,0.286,0.188,0.474,2023,,,,,,
고명준,SSG,0.0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,2023,,,,,,
김건웅,SSG,0.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2023,,,,,,
류효승,SSG,0.0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.25,0.25,2023,,,,,,
손아섭,NC,0.339,140,609,551,97,187,36,3,5,244,65,1,5,50,2,2,67,10,0.443,0.393,0.836,2023,0.376,0.104,0.359,138.8,135.7,6.17
박한결,NC,0.333,12,18,15,3,5,1,0,1,9,5,0,0,3,0,0,7,0,0.6,0.444,1.044,2023,,,,,,
박건우,NC,0.319,130,533,458,70,146,34,2,12,220,85,1,9,56,0,9,71,14,0.48,0.397,0.877,2023,0.349,0.161,0.373,149.9,146.5,6.05
박민우,NC,0.316,124,509,452,76,143,20,7,2,183,46,5,3,40,3,9,57,13,0.405,0.381,0.786,2023,0.356,0.089,0.34,123.9,122.1,4.32
서호철,NC,0.287,114,435,397,50,114,17,3,5,152,41,6,4,20,0,8,51,9,0.383,0.331,0.714,2023,0.316,0.096,0.308,98.7,100.4,2.48
박대온,NC,0.286,25,33,28,6,8,3,0,0,11,3,0,1,3,0,1,8,0,0.393,0.364,0.757,2023,0.381,0.107,0.327,113.6,113.6,0.24
권희동,NC,0.285,96,373,309,33,88,16,0,7,125,63,4,5,49,0,6,50,4,0.405,0.388,0.793,2023,0.315,0.12,0.346,128.6,124.4,3.36
마틴,NC,0.283,118,503,435,55,123,20,2,17,198,90,0,10,57,2,1,107,8,0.455,0.36,0.815,2023,0.33,0.172,0.345,127.8,128.2,4.49
최보성,NC,0.263,12,21,19,2,5,0,0,0,5,0,0,0,2,0,0,2,1,0.263,0.333,0.596,2023,0.294,0.0,0.272,70.3,70.2,0.05
최정원,NC,0.26,39,56,50,12,13,3,2,0,20,5,2,0,1,0,3,13,1,0.4,0.315,0.715,2023,0.351,0.14,0.307,97.9,99.7,0.31
윤형준,NC,0.252,82,236,218,17,55,12,1,5,84,27,2,3,10,0,3,58,6,0.385,0.291,0.676,2023,0.316,0.133,0.288,82.9,88.1,0.94
천재환,NC,0.239,78,179,163,12,39,7,1,2,54,17,2,2,8,0,4,44,5,0.331,0.288,0.619,2023,0.311,0.092,0.269,67.9,73.3,0.41
김형준,NC,0.236,26,82,72,10,17,2,0,6,37,13,1,0,8,0,1,24,3,0.514,0.321,0.835,2023,0.262,0.278,0.351,132.5,130.9,0.77
오영수,NC,0.236,70,238,208,21,49,9,1,4,72,24,5,3,17,1,5,55,5,0.346,0.305,0.651,2023,0.296,0.11,0.282,78.2,82.6,0.82
도태훈,NC,0.234,117,302,239,41,56,6,0,5,77,23,7,1,38,1,17,48,8,0.322,0.376,0.698,2023,0.273,0.088,0.319,107.3,99.2,2.01
김주원,NC,0.233,127,474,403,56,94,9,2,10,137,54,8,4,44,1,15,106,6,0.34,0.328,0.668,2023,0.289,0.107,0.296,89.2,88.4,2.21
김성욱,NC,0.223,93,204,179,28,40,10,0,6,68,16,3,1,16,0,5,63,7,0.38,0.303,0.683,2023,0.306,0.157,0.297,90.0,90.7,0.97
김한별,NC,0.216,79,105,97,8,21,0,1,0,23,4,2,0,4,0,2,23,6,0.237,0.262,0.499,2023,0.284,0.021,0.224,32.5,40.8,-0.17
김수윤,NC,0.214,16,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0.214,0.267,0.481,2023,,,,,,
박세혁,NC,0.211,88,283,242,35,51,9,3,6,84,32,6,1,30,0,4,43,3,0.347,0.307,0.654,2023,0.232,0.136,0.288,82.9,83.5,1.12
조현진,NC,0.2,10,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0.2,0.2,0.4,2023,,,,,,
한석현,NC,0.2,27,66,60,5,12,1,0,0,13,2,2,0,4,0,0,20,2,0.217,0.25,0.467,2023,0.3,0.017,0.211,22.3,31.8,-0.18
안중열,NC,0.195,77,177,154,15,30,6,0,4,48,17,3,2,16,0,2,45,6,0.312,0.276,0.588,2023,0.243,0.117,0.259,60.1,64.5,0.26
박석민,NC,0.193,30,107,88,9,17,1,0,1,21,8,1,1,14,0,3,22,4,0.239,0.321,0.56,2023,0.242,0.046,0.263,63.2,60.2,0.19
박주찬,NC,0.143,5,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0.143,0.143,0.286,2023,,,,,,
오장한,NC,0.143,3,8,7,2,1,0,0,0,1,0,0,0,1,0,0,5,0,0.143,0.25,0.393,2023,,,,,,
박영빈,NC,0.071,41,17,14,11,1,1,0,0,2,0,2,0,1,0,0,6,0,0.143,0.133,0.276,2023,,,,,,
오태양,NC,0.0,21,3,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,2023,,,,,,
전사민,NC,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,,,,,,
양의지,두산,0.305,129,510,439,56,134,23,0,17,208,68,0,3,57,8,11,56,20,0.474,0.396,0.87,2023,0.317,0.169,0.369,134.1,132.3,5.36
홍성호,두산,0.292,21,51,48,6,14,4,0,0,18,5,0,0,2,0,1,14,0,0.375,0.333,0.708,2023,0.412,0.083,0.308,90.2,90.5,0.27
정수빈,두산,0.287,137,583,498,75,143,14,11,2,185,33,12,2,64,1,7,63,2,0.371,0.375,0.746,2023,0.324,0.084,0.328,104.6,101.9,4.05
김재호,두산,0.283,91,302,247,32,70,13,0,3,92,29,15,2,30,2,8,24,11,0.372,0.376,0.748,2023,0.302,0.089,0.329,105.3,102.4,2.13
양석환,두산,0.281,140,582,524,73,147,28,0,21,238,89,0,11,41,3,6,133,9,0.454,0.333,0.787,2023,0.331,0.173,0.331,106.8,109.1,4.2
허경민,두산,0.268,130,475,429,44,115,23,1,7,161,48,0,5,35,3,6,26,6,0.375,0.328,0.703,2023,0.269,0.107,0.303,86.6,89.1,2.27
박유연,두산,0.267,10,16,15,3,4,2,0,0,6,1,1,0,0,0,0,4,0,0.4,0.267,0.667,2023,,,,,,
강승호,두산,0.265,127,459,419,51,111,18,6,7,162,59,4,3,27,0,6,110,12,0.387,0.316,0.703,2023,0.341,0.122,0.303,86.6,88.4,2.19
김인태,두산,0.255,47,115,98,8,25,5,0,1,33,14,1,0,15,0,1,26,1,0.337,0.36,0.697,2023,0.338,0.082,0.312,93.1,89.5,0.64
로하스,두산,0.253,122,464,403,52,102,24,4,19,191,65,0,3,55,2,3,68,5,0.474,0.345,0.819,2023,0.26,0.221,0.346,117.6,117.3,3.96
이유찬,두산,0.243,104,239,210,31,51,7,2,1,65,16,5,1,20,0,3,51,0,0.31,0.316,0.626,2023,0.314,0.067,0.278,68.6,70.3,0.62
양찬열,두산,0.239,44,99,88,15,21,2,2,0,27,6,0,1,9,0,1,23,1,0.307,0.313,0.62,2023,0.318,0.068,0.275,66.4,68.7,0.23
전민재,두산,0.235,19,18,17,3,4,2,0,0,6,1,1,0,0,0,0,3,2,0.353,0.235,0.588,2023,,,,,,
송승환,두산,0.229,30,76,70,10,16,3,1,0,21,4,2,0,4,0,0,16,2,0.3,0.27,0.57,2023,0.296,0.071,0.249,47.7,54.4,0.01
박준영,두산,0.228,51,138,127,16,29,8,2,4,53,17,0,0,9,1,2,53,0,0.417,0.29,0.707,2023,0.357,0.189,0.298,83.0,87.8,0.6
서예일,두산,0.222,5,10,9,2,2,0,0,0,2,1,0,1,0,0,0,2,0,0.222,0.2,0.422,2023,,,,,,
김재환,두산,0.22,132,484,405,40,89,15,0,10,134,46,0,2,72,4,5,100,8,0.331,0.343,0.674,2023,0.266,0.111,0.3,84.4,83.1,2.19
조수행,두산,0.219,126,249,219,41,48,2,1,1,55,17,4,1,23,0,2,38,2,0.251,0.298,0.549,2023,0.26,0.032,0.25,48.4,51.1,0.04
박계범,두산,0.219,78,194,169,18,37,6,0,2,49,15,5,3,15,1,2,44,4,0.29,0.286,0.576,2023,0.278,0.071,0.253,50.6,56.8,0.08
김태근,두산,0.212,41,55,52,9,11,3,0,0,14,3,2,0,0,0,1,21,0,0.269,0.226,0.495,2023,0.355,0.057,0.214,22.5,34.2,-0.16
박지훈,두산,0.211,22,21,19,2,4,1,0,0,5,2,0,0,2,0,0,7,0,0.263,0.286,0.549,2023,0.333,0.052,0.248,47.0,50.4,0.0
안승한,두산,0.208,22,27,24,1,5,0,0,0,5,1,0,0,2,0,1,10,0,0.208,0.296,0.504,2023,0.357,0.0,0.238,39.8,40.4,-0.02
김대한,두산,0.198,33,89,81,10,16,3,1,1,24,7,0,0,7,0,1,21,0,0.296,0.27,0.566,2023,0.254,0.098,0.25,48.4,53.5,0.02
안재석,두산,0.188,27,68,64,8,12,2,1,1,19,5,0,1,3,0,0,12,0,0.297,0.221,0.518,2023,0.212,0.109,0.221,27.5,39.4,-0.16
장승현,두산,0.158,76,158,139,11,22,1,0,3,32,9,5,0,6,0,8,36,2,0.23,0.235,0.465,2023,0.19,0.072,0.213,21.8,27.7,-0.48
김민혁,두산,0.138,21,36,29,2,4,1,0,0,5,3,0,2,4,0,1,9,3,0.172,0.25,0.422,2023,0.182,0.034,0.202,13.9,18.5,-0.14
신성현,두산,0.083,12,15,12,1,1,0,0,0,1,1,0,0,3,0,0,4,0,0.083,0.267,0.35,2023,,,,,,
권민석,두산,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2023,,,,,,
나성범,KIA,0.365,58,253,222,51,81,12,1,18,149,57,0,4,26,0,1,36,1,0.671,0.427,1.098,2023,0.366,0.306,0.451,196.9,191.3,4.49
박정우,KIA,0.333,21,12,9,2,3,0,0,0,3,0,3,0,0,0,0,1,0,0.333,0.333,0.666,2023,,,,,,
김선빈,KIA,0.32,119,473,419,41,134,16,0,0,150,48,8,3,38,0,5,26,10,0.358,0.381,0.739,2023,0.338,0.038,0.326,105.2,102.5,3.26
김도영,KIA,0.303,84,385,340,72,103,20,5,7,154,47,2,4,38,1,1,62,14,0.453,0.371,0.824,2023,0.349,0.15,0.351,123.5,122.3,3.49
최형우,KIA,0.302,121,508,431,64,130,27,1,17,210,81,0,4,65,1,8,83,5,0.487,0.4,0.887,2023,0.337,0.185,0.379,144.1,139.1,5.84
이우성,KIA,0.301,126,400,355,39,107,17,0,8,148,58,6,3,31,4,5,81,10,0.417,0.363,0.78,2023,0.368,0.116,0.334,111.0,111.3,3.03
박찬호,KIA,0.301,130,507,452,73,136,18,4,3,171,52,7,6,40,0,2,56,13,0.378,0.356,0.734,2023,0.333,0.077,0.319,100.0,99.9,3.18
고종욱,KIA,0.296,114,286,270,35,80,17,0,3,106,39,0,2,14,0,0,58,3,0.393,0.329,0.722,2023,0.365,0.097,0.31,93.4,95.4,1.57
소크라테스,KIA,0.285,142,608,547,91,156,31,3,20,253,96,0,8,52,4,1,80,13,0.463,0.344,0.807,2023,0.299,0.178,0.339,114.7,116.7,4.88
이창진,KIA,0.27,104,284,244,35,66,11,3,4,95,29,2,2,34,1,2,44,6,0.389,0.362,0.751,2023,0.313,0.119,0.327,105.9,104.3,1.98
김태군,KIA,0.257,114,346,311,24,80,10,1,1,95,42,8,4,15,1,8,30,17,0.305,0.305,0.61,2023,0.278,0.048,0.268,62.6,67.1,0.64
한준수,KIA,0.256,48,94,86,9,22,4,0,2,32,12,1,0,7,0,0,26,2,0.372,0.312,0.684,2023,0.345,0.116,0.297,83.9,85.3,0.41
최원준,KIA,0.255,67,274,239,37,61,11,2,1,79,23,4,0,31,0,0,39,5,0.331,0.341,0.672,2023,0.302,0.076,0.299,85.3,84.1,1.24
김규성,KIA,0.234,99,177,158,29,37,6,1,2,51,11,5,0,13,0,1,43,2,0.323,0.297,0.62,2023,0.31,0.089,0.272,65.5,69.1,0.39
변우혁,KIA,0.225,83,226,200,23,45,4,0,7,70,24,0,0,23,1,3,74,4,0.35,0.314,0.664,2023,0.319,0.125,0.292,80.2,80.6,0.89
황대인,KIA,0.213,60,199,174,19,37,4,0,5,56,26,0,3,18,2,4,50,6,0.322,0.296,0.618,2023,0.262,0.109,0.269,63.3,68.5,0.38
김호령,KIA,0.179,76,107,95,16,17,7,0,0,24,6,3,0,8,0,1,38,1,0.253,0.25,0.503,2023,0.298,0.074,0.226,31.8,38.2,-0.19
오선우,KIA,0.179,33,31,28,2,5,0,0,2,11,5,0,0,3,0,0,15,0,0.393,0.258,0.651,2023,0.273,0.214,0.279,70.7,74.2,0.09
신범수,KIA,0.17,36,100,88,7,15,3,0,2,24,10,2,1,7,0,2,19,3,0.273,0.245,0.518,2023,0.191,0.103,0.23,34.7,41.5,-0.15
최정용,KIA,0.167,56,41,36,17,6,1,0,0,7,1,3,0,2,0,0,9,0,0.194,0.211,0.405,2023,0.222,0.027,0.183,0.2,12.5,-0.23
김선우,KIA,0.143,5,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.143,0.143,0.286,2023,,,,,,
김석환,KIA,0.13,12,26,23,1,3,1,0,0,4,3,1,0,2,0,0,9,1,0.174,0.2,0.374,2023,0.214,0.044,0.173,-7.2,4.4,-0.17
한승택,KIA,0.129,49,104,85,6,11,2,0,0,13,3,6,0,11,0,2,32,1,0.153,0.245,0.398,2023,0.208,0.024,0.196,9.7,12.8,-0.46
주효상,KIA,0.063,19,36,32,2,2,0,0,0,2,1,2,0,2,0,0,10,1,0.063,0.118,0.181,2023,0.091,0.0,0.091,-67.4,-46.7,-0.49
윤도현,KIA,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2023,,,,,,
홍종표,KIA,0.0,40,12,7,10,0,0,0,0,0,0,1,0,3,0,1,1,0,0.0,0.364,0.364,2023,,,,,,
정보근,롯데,0.333,55,101,81,11,27,6,1,1,38,13,4,1,14,0,1,13,1,0.469,0.433,0.902,2023,0.382,0.136,0.389,150.0,143.3,1.24
배영빈,롯데,0.313,18,18,16,2,5,2,0,0,7,0,1,0,1,0,0,2,0,0.438,0.353,0.791,2023,,,,,,
전준우,롯데,0.312,138,559,493,80,154,21,3,17,232,77,0,7,52,4,7,65,12,0.471,0.381,0.852,2023,0.328,0.159,0.361,129.6,128.4,5.52
