선수명,팀,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,시즌,IP_float,FIP,xFIP,ERA+,K/9,BB/9,K/BB,pWAR
최지민,KIA,2.12,58,6,3,3,12,0.667,59 1/3,45,4,26,4,44,17,14,1.197,0,0,0,2,244,985,0.216,4,2,2,4,1,5,0,2023,59.333333333333336,4.06,4.06,196.0,6.67,3.94,1.69,0.6
전상현,KIA,2.15,64,8,3,1,13,0.727,58 2/3,50,1,26,1,50,20,14,1.295,0,0,0,2,250,945,0.233,8,0,6,2,4,3,0,2023,58.666666666666664,3.05,3.05,193.3,7.67,3.99,1.92,1.23
정해영,KIA,2.92,52,3,4,23,1,0.429,49 1/3,53,3,20,1,30,18,16,1.48,0,0,0,3,218,780,0.277,9,1,6,0,3,0,0,2023,49.333333333333336,4.0,4.0,142.3,5.47,3.65,1.5,0.53
임기영,KIA,2.96,64,4,4,3,16,0.5,82,56,6,19,6,57,29,27,0.915,0,0,0,1,324,1248,0.193,8,3,4,5,1,1,0,2023,82.0,3.63,3.63,140.4,6.26,2.09,3.0,1.21
이준영,KIA,3.21,64,1,0,0,10,1.0,33 2/3,26,0,23,2,30,12,12,1.455,0,0,0,0,149,620,0.211,3,1,0,1,2,1,0,2023,33.666666666666664,3.6,3.6,129.4,8.02,6.15,1.3,0.51
양현종,KIA,3.58,29,9,11,0,0,0.45,171,181,13,48,1,133,78,68,1.339,0,0,14,0,729,2751,0.272,33,1,12,3,1,5,0,2023,171.0,3.44,3.44,116.1,7.0,2.53,2.77,2.88
앤더슨,KIA,3.76,14,4,7,0,0,0.364,79,76,6,26,2,64,42,33,1.291,0,0,8,0,336,1312,0.252,12,3,3,3,0,10,0,2023,79.0,3.58,3.58,110.5,7.29,2.96,2.46,1.21
윤중현,KIA,3.86,31,2,1,0,0,0.667,28,29,2,10,1,8,13,12,1.393,0,0,0,0,115,407,0.287,3,0,2,1,1,0,0,2023,28.0,4.69,4.69,107.7,2.57,3.21,0.8,0.09
이의리,KIA,3.96,28,11,7,0,0,0.611,131 2/3,103,4,93,8,156,64,58,1.489,0,0,6,0,598,2546,0.213,18,0,7,6,1,10,0,2023,131.66666666666666,3.48,3.48,104.9,10.66,6.36,1.68,2.16
윤영철,KIA,4.04,25,8,7,0,0,0.533,122 2/3,124,10,48,1,74,59,55,1.402,0,0,7,0,528,2047,0.263,27,3,3,4,1,4,1,2023,122.66666666666667,4.2,4.2,102.9,5.43,3.52,1.54,1.06
장현식,KIA,4.06,56,2,2,3,5,0.5,51,58,6,26,1,44,26,23,1.647,0,0,0,2,226,876,0.296,8,0,1,2,1,1,0,2023,51.0,4.54,4.54,102.3,7.76,4.59,1.69,0.25
김승현,KIA,4.26,10,0,0,0,0,,12 2/3,11,1,10,1,7,6,6,1.658,0,0,0,0,57,234,0.244,2,0,1,0,0,1,0,2023,12.666666666666666,5.68,5.68,97.5,4.97,7.11,0.7,-0.09
파노니,KIA,4.26,16,6,3,0,0,0.667,82 1/3,86,6,23,2,66,41,39,1.324,0,0,5,0,351,1416,0.267,14,1,4,0,0,0,0,2023,82.33333333333333,3.41,3.41,97.5,7.21,2.51,2.87,1.41
박준표,KIA,4.5,33,1,0,0,3,1.0,28,28,3,9,0,13,16,14,1.321,0,0,0,0,118,413,0.259,3,1,1,0,1,1,0,2023,28.0,4.58,4.58,92.3,4.18,2.89,1.44,0.13
김기훈,KIA,4.6,29,2,0,0,0,1.0,31 1/3,28,0,37,2,26,22,16,2.074,0,0,0,0,156,671,0.243,6,1,0,2,1,5,1,2023,31.333333333333332,5.22,5.22,90.3,7.47,10.63,0.7,-0.07
김대유,KIA,5.11,41,0,2,0,4,0.0,24 2/3,26,2,8,6,20,15,14,1.378,0,0,0,0,110,458,0.28,1,1,2,1,1,0,0,2023,24.666666666666668,4.29,4.29,81.3,7.3,2.92,2.5,0.19
김유신,KIA,5.64,27,0,1,0,2,0.0,30 1/3,34,2,19,3,12,19,19,1.747,0,0,0,0,141,541,0.296,8,0,1,3,0,0,0,2023,30.333333333333332,5.39,5.39,73.7,3.56,5.64,0.63,-0.13
산체스,KIA,5.94,12,4,4,0,0,0.5,63 2/3,79,7,15,4,59,46,42,1.476,1,0,3,0,285,1071,0.3,19,1,1,2,1,1,1,2023,63.666666666666664,3.62,3.62,70.0,8.34,2.12,3.93,0.95
메디나,KIA,6.05,12,2,6,0,0,0.25,58,64,6,29,9,36,42,39,1.603,0,0,3,0,269,1003,0.283,16,1,3,2,0,5,1,2023,58.0,5.22,5.22,68.7,5.59,4.5,1.24,-0.14
황동하,KIA,6.61,13,0,3,0,0,0.0,31 1/3,35,5,21,1,19,25,23,1.787,0,0,0,0,149,576,0.285,6,3,3,1,0,1,0,2023,31.333333333333332,6.12,6.12,62.9,5.46,6.03,0.9,-0.38
김건국,KIA,6.75,6,0,1,0,0,0.0,16,18,0,4,1,9,12,12,1.375,0,0,0,0,70,257,0.286,6,1,1,1,0,0,0,2023,16.0,2.96,2.96,61.6,5.06,2.25,2.25,0.35
곽도규,KIA,8.49,14,0,0,0,0,,11 2/3,14,0,10,2,14,11,11,2.057,0,0,0,0,61,230,0.311,2,0,4,0,0,1,0,2023,11.666666666666666,3.84,3.84,48.9,10.8,7.71,1.4,0.15
김재열,KIA,13.11,9,0,0,0,0,,11 2/3,20,2,13,0,9,17,17,2.829,0,0,0,0,70,304,0.364,4,1,0,2,0,0,0,2023,11.666666666666666,7.18,7.18,31.7,6.94,10.03,0.69,-0.27
김태욱,롯데,0.0,1,0,0,0,0,,1,0,0,0,0,0,0,0,,0,0,0,0,3,17,0.0,0,0,0,0,0,0,0,2023,1.0,,,,,,,
박영완,롯데,0.0,1,0,0,0,0,,1,0,0,1,0,1,0,0,,0,0,0,0,3,13,0.0,0,0,0,0,0,0,0,2023,1.0,,,,,,,
석상호,롯데,0.0,5,0,0,0,0,,5 1/3,4,0,2,0,6,0,0,1.125,0,0,0,0,22,82,0.211,1,0,1,0,0,1,0,2023,5.333333333333333,2.02,2.02,,10.12,3.38,3.0,0.17
이민석,롯데,0.0,1,0,0,0,0,,1 1/3,0,0,1,0,1,0,0,,0,0,0,0,5,27,0.0,0,0,0,0,0,0,0,2023,1.3333333333333333,,,,,,,
김창훈,롯데,2.08,3,0,0,0,0,,4 1/3,5,0,1,0,1,1,1,,0,0,0,0,17,56,0.313,0,1,0,0,0,0,0,2023,4.333333333333333,,,,,,,
윌커슨,롯데,2.26,13,7,2,0,0,0.778,79 2/3,67,3,20,2,81,28,20,1.092,0,0,11,0,327,1296,0.223,15,2,5,0,0,3,1,2023,79.66666666666667,2.43,2.43,182.1,9.15,2.26,4.05,2.19
최준용,롯데,2.45,47,2,3,0,14,0.4,47 2/3,50,2,18,1,40,15,13,1.427,0,0,0,4,210,841,0.266,6,0,2,1,1,1,0,2023,47.666666666666664,3.21,3.21,168.0,7.55,3.4,2.22,0.91
김원중,롯데,2.97,63,5,6,30,0,0.455,63 2/3,51,2,25,5,82,24,21,1.194,0,0,0,5,265,1084,0.22,5,3,1,2,3,3,0,2023,63.666666666666664,2.4,2.4,138.6,11.59,3.53,3.28,1.77
김강현,롯데,3.0,2,0,0,0,0,,3,1,0,2,1,0,1,1,,0,0,0,0,13,61,0.111,0,0,1,0,0,0,0,2023,3.0,,,,,,,
김태혁,롯데,3.12,67,4,2,1,18,0.667,52,45,1,21,3,36,22,18,1.269,0,0,0,3,218,905,0.238,7,1,3,2,0,1,0,2023,52.0,3.4,3.4,131.9,6.23,3.63,1.71,0.89
반즈,롯데,3.28,30,11,10,0,0,0.524,170 1/3,171,6,56,15,147,68,62,1.333,0,0,18,0,734,2757,0.263,34,1,9,5,1,7,0,2023,170.33333333333334,3.13,3.13,125.5,7.77,2.96,2.62,3.4
이진하,롯데,3.38,9,0,0,0,0,,8,4,0,3,1,2,3,3,0.875,0,0,0,0,31,126,0.154,3,0,0,1,0,1,0,2023,8.0,4.15,4.15,121.8,2.25,3.38,0.67,0.07
박세웅,롯데,3.45,27,9,7,0,0,0.563,154,145,8,59,4,129,70,59,1.325,0,0,16,0,657,2630,0.248,24,0,6,4,1,10,0,2023,154.0,3.38,3.38,119.3,7.54,3.45,2.19,2.67
심재민,롯데,3.78,33,3,1,0,6,0.75,47 2/3,57,2,18,1,29,23,20,1.573,1,0,0,0,218,801,0.297,6,0,4,3,1,1,0,2023,47.666666666666664,3.67,3.67,108.9,5.48,3.4,1.61,0.68
나균안,롯데,3.8,23,6,8,0,0,0.429,130 1/3,140,8,42,5,114,61,55,1.396,0,0,12,0,569,2208,0.276,27,3,6,9,1,6,0,2023,130.33333333333334,3.28,3.28,108.3,7.87,2.9,2.71,2.4
구승민,롯데,3.96,67,2,6,3,22,0.25,63 2/3,65,4,29,5,66,32,28,1.476,0,0,0,5,289,1169,0.264,8,0,8,1,0,2,0,2023,63.666666666666664,3.5,3.5,103.9,9.33,4.1,2.28,1.02
스트레일리,롯데,4.37,16,3,5,0,0,0.375,80 1/3,82,6,37,10,70,43,39,1.481,0,0,4,0,364,1465,0.264,8,1,2,4,0,4,0,2023,80.33333333333333,4.13,4.13,94.2,7.84,4.15,1.89,0.75
김도규,롯데,4.55,36,0,3,1,1,0.0,29 2/3,29,1,13,1,26,16,15,1.416,0,0,0,0,132,534,0.257,5,0,3,2,0,6,0,2023,29.666666666666668,3.25,3.25,90.4,7.89,3.94,2.0,0.55
신정락,롯데,4.66,34,4,0,0,1,1.0,29,32,4,11,3,28,15,15,1.483,0,0,0,1,128,476,0.288,6,0,1,2,3,0,0,2023,29.0,4.46,4.46,88.3,8.69,3.41,2.55,0.17
정성종,롯데,5.32,12,0,1,0,1,0.0,22,21,1,15,1,10,14,13,1.636,0,0,0,0,98,343,0.266,5,0,3,0,1,1,0,2023,22.0,5.01,5.01,77.4,4.09,6.14,0.67,-0.0
한현희,롯데,5.45,38,6,12,0,3,0.333,104,123,11,44,11,74,69,63,1.606,0,0,5,1,476,1927,0.297,20,4,2,5,1,6,0,2023,104.0,4.69,4.69,75.5,6.4,3.81,1.68,0.34
진승현,롯데,5.86,24,2,2,0,1,0.5,27 2/3,34,2,16,0,25,20,18,1.807,0,0,0,0,129,533,0.309,3,0,0,3,3,1,0,2023,27.666666666666668,4.02,4.02,70.2,8.13,5.2,1.56,0.29
우강훈,롯데,6.0,3,0,0,0,0,,6,6,0,4,1,5,5,4,1.667,0,0,0,0,29,117,0.261,1,0,1,0,0,0,0,2023,6.0,3.98,3.98,68.6,7.5,6.0,1.25,0.07
김진욱,롯데,6.44,50,2,1,0,8,0.667,36 1/3,37,4,29,2,35,27,26,1.817,0,0,0,0,177,746,0.262,6,1,3,2,0,3,0,2023,36.333333333333336,5.21,5.21,63.9,8.67,7.18,1.21,-0.08
이인복,롯데,6.48,10,1,4,0,0,0.2,33 1/3,54,3,10,5,15,32,24,1.92,0,0,0,0,168,636,0.38,7,3,5,6,1,4,0,2023,33.333333333333336,4.77,4.77,63.5,4.05,2.7,1.5,0.08
윤명준,롯데,6.52,21,0,1,0,5,0.0,19 1/3,31,4,10,4,11,14,14,2.121,0,0,0,1,98,353,0.383,3,1,2,1,2,5,0,2023,19.333333333333332,6.87,6.87,63.1,5.12,4.66,1.1,-0.39
최이준,롯데,6.83,28,1,0,0,1,1.0,29,37,1,21,0,20,22,22,2.0,0,0,0,0,143,546,0.306,11,3,1,0,1,4,0,2023,29.0,4.39,4.39,60.3,6.21,6.52,0.95,0.19
박진,롯데,9.0,4,0,0,0,0,,5,7,1,7,0,2,5,5,2.8,0,0,0,0,29,113,0.333,2,0,1,0,0,1,1,2023,5.0,9.15,9.15,45.7,3.6,12.6,0.29,-0.22
최설우,롯데,9.9,8,0,1,0,0,0.0,10,15,0,7,1,7,14,11,2.2,0,0,0,0,54,226,0.341,8,0,1,1,0,0,0,2023,10.0,4.15,4.15,41.6,6.3,6.3,1.0,0.09
장세진,롯데,13.5,2,0,0,0,0,,1 1/3,2,1,2,0,1,2,2,,0,0,0,0,8,37,0.4,0,0,1,0,0,0,0,2023,1.3333333333333333,,,,,,,
이태연,롯데,15.88,15,0,0,0,1,,5 2/3,12,1,9,0,4,10,10,3.706,0,0,0,0,37,162,0.444,3,0,0,1,0,0,0,2023,5.666666666666667,8.8,8.8,25.9,6.35,14.29,0.44,-0.23
문경찬,롯데,27.0,2,0,1,0,0,0.0,2,6,3,0,0,2,6,6,,0,0,0,1,12,36,0.5,0,0,0,0,0,0,0,2023,2.0,,,,,,,
홍원표,삼성,2.45,3,0,0,0,0,,3 2/3,2,0,2,0,1,1,1,,0,0,0,0,15,56,0.154,0,0,0,0,0,0,0,2023,3.6666666666666665,,,,,,,
뷰캐넌,삼성,2.54,30,12,8,0,0,0.6,188,174,4,43,6,139,71,53,1.154,1,0,21,0,784,2984,0.241,25,2,8,6,1,7,1,2023,188.0,2.73,2.73,173.7,6.65,2.06,3.23,4.89
이호성,삼성,2.65,5,1,0,0,0,1.0,17,11,1,10,0,11,5,5,1.235,0,0,0,0,71,272,0.19,4,1,2,1,0,1,0,2023,17.0,4.39,4.39,166.5,5.82,5.29,1.1,0.12
원태인,삼성,3.24,26,7,7,0,0,0.5,150,157,15,34,6,102,61,54,1.273,0,0,17,0,634,2521,0.268,26,1,5,4,2,6,2,2023,150.0,3.89,3.89,136.2,6.12,2.04,3.0,1.91
박권후,삼성,3.38,4,0,0,0,0,,2 2/3,4,1,1,0,0,2,1,,0,0,0,0,13,55,0.333,0,0,0,0,0,0,1,2023,2.6666666666666665,,,,,,,
이재희,삼성,3.38,2,0,0,0,0,,8,4,1,5,0,5,3,3,1.125,0,0,0,0,33,140,0.143,1,0,0,0,0,1,0,2023,8.0,5.4,5.4,130.5,5.62,5.62,1.0,-0.04
오승환,삼성,3.45,58,4,5,30,2,0.444,62 2/3,57,9,15,2,44,26,24,1.149,0,0,0,4,264,1027,0.238,11,1,5,2,1,0,0,2023,62.666666666666664,4.43,4.43,127.9,6.32,2.15,2.93,0.41
이승현,삼성,3.6,60,4,4,0,14,0.5,60,68,5,15,0,42,29,24,1.383,0,0,0,1,264,1077,0.278,12,1,3,1,1,2,0,2023,60.0,3.58,3.58,122.6,6.3,2.25,2.8,0.98
백정현,삼성,3.67,18,7,5,0,0,0.583,100 2/3,100,6,30,0,61,44,41,1.291,0,0,8,0,419,1589,0.264,19,2,7,3,2,5,1,2023,100.66666666666667,3.61,3.61,120.2,5.45,2.68,2.03,1.6
수아레즈,삼성,3.92,19,4,7,0,0,0.364,108,129,3,32,2,88,54,47,1.491,0,0,10,0,479,1881,0.299,19,1,6,7,0,6,0,2023,108.0,2.83,2.83,112.6,7.33,2.67,2.75,2.68
이재익,삼성,3.95,51,1,3,0,11,0.25,41,46,3,17,0,26,19,18,1.537,0,0,0,1,181,696,0.288,5,1,3,1,3,3,0,2023,41.0,4.08,4.08,111.7,5.71,3.73,1.53,0.43
문용익,삼성,4.15,14,1,0,0,0,1.0,13,8,0,12,2,12,6,6,1.538,0,0,0,0,59,222,0.182,1,0,1,0,0,5,0,2023,13.0,4.53,4.53,106.3,8.31,8.31,1.0,0.07
김대우,삼성,4.5,44,0,2,0,4,0.0,64,66,7,22,3,49,37,32,1.375,0,0,0,0,277,1083,0.273,9,1,5,5,1,1,0,2023,64.0,4.21,4.21,98.1,6.89,3.09,2.23,0.58
와이드너,삼성,4.54,21,7,5,0,0,0.583,115,112,7,40,6,99,65,58,1.322,0,0,11,0,495,1956,0.254,22,0,4,4,1,3,0,2023,115.0,3.42,3.42,97.2,7.75,3.13,2.48,2.08
우규민,삼성,4.81,56,3,1,0,13,0.75,43,55,3,5,3,28,25,23,1.395,0,0,0,2,188,733,0.316,9,0,2,4,0,0,0,2023,43.0,3.31,3.31,91.7,5.86,1.05,5.6,0.83
최충연,삼성,4.82,7,0,0,0,0,,9 1/3,10,3,7,3,8,8,5,1.821,0,0,0,0,47,174,0.278,1,0,1,0,0,0,1,2023,9.333333333333334,8.83,8.83,91.5,7.71,6.75,1.14,-0.41
최지광,삼성,5.19,22,2,0,0,1,1.0,17 1/3,17,4,9,1,18,10,10,1.5,0,0,0,0,82,332,0.239,2,0,0,1,0,0,0,2023,17.333333333333332,5.8,5.8,85.0,9.35,4.67,2.0,-0.16
최지명,삼성,6.68,15,1,7,0,0,0.125,63 1/3,90,9,16,3,33,52,47,1.674,0,0,2,0,295,1167,0.33,13,3,0,3,1,1,1,2023,63.333333333333336,4.86,4.86,66.1,4.69,2.27,2.06,0.1
김서준,삼성,7.04,8,0,1,0,1,0.0,7 2/3,9,0,6,2,2,6,6,1.957,0,0,0,0,39,142,0.29,2,0,0,0,0,3,0,2023,7.666666666666667,5.76,5.76,62.7,2.35,7.04,0.33,-0.07
김태훈,삼성,7.11,71,6,7,3,11,0.462,63 1/3,74,8,43,3,40,54,50,1.847,0,0,0,6,306,1161,0.296,18,2,8,2,4,1,0,2023,63.333333333333336,5.71,5.71,62.1,5.68,6.11,0.93,-0.52
황동재,삼성,7.11,7,0,5,0,0,0.0,31 2/3,40,6,21,2,27,27,25,1.926,0,0,0,0,155,639,0.305,14,1,1,0,0,0,0,2023,31.666666666666668,6.09,6.09,62.1,7.67,5.97,1.29,-0.4
노건우,삼성,7.3,16,0,1,0,1,0.0,12 1/3,22,3,5,1,12,11,10,2.189,0,0,0,0,65,263,0.373,3,0,0,0,0,1,0,2023,12.333333333333334,5.83,5.83,60.4,8.76,3.65,2.4,-0.12
홍정우,삼성,7.5,36,2,3,0,3,0.4,36,36,5,21,3,22,31,30,1.583,0,0,0,0,166,620,0.259,3,1,3,0,2,2,0,2023,36.0,5.73,5.73,58.8,5.5,5.25,1.05,-0.3
장필준,삼성,7.91,17,1,1,0,1,0.5,19 1/3,28,2,12,2,11,17,17,2.069,0,0,0,0,96,388,0.35,5,3,0,2,0,0,0,2023,19.333333333333332,5.53,5.53,55.8,5.12,5.59,0.92,-0.12
이상민,삼성,8.5,23,2,1,0,1,0.667,18,32,2,3,0,17,17,17,1.944,0,0,0,0,83,327,0.405,3,1,0,1,0,0,0,2023,18.0,3.21,3.21,51.9,8.5,1.5,5.67,0.37
양창섭,삼성,9.1,15,0,3,0,2,0.0,28 2/3,45,7,16,1,12,29,29,2.128,0,0,0,0,141,549,0.366,5,1,0,1,1,2,0,2023,28.666666666666668,7.27,7.27,48.5,3.77,5.02,0.75,-0.75
허윤동,삼성,10.13,7,0,1,0,0,0.0,10 2/3,16,0,12,0,8,12,12,2.625,0,0,0,0,60,228,0.356,7,0,0,3,0,0,0,2023,10.666666666666666,5.03,5.03,43.6,6.75,10.12,0.67,-0.0
김시현,삼성,12.0,2,0,0,0,0,,3,6,2,2,0,2,5,4,,0,0,0,0,17,79,0.4,1,0,0,0,0,0,0,2023,3.0,,,,,,,
최하늘,삼성,19.89,3,0,2,0,0,0.0,6 1/3,14,2,5,2,3,14,14,3.0,0,0,0,0,40,150,0.438,6,0,1,0,0,0,0,2023,6.333333333333333,9.62,9.62,22.2,4.26,7.11,0.6,-0.34
주현상,한화,1.96,55,2,2,0,12,0.5,59 2/3,35,2,15,3,45,13,13,0.838,0,0,0,1,228,897,0.172,6,1,5,1,1,0,0,2023,59.666666666666664,2.98,2.98,218.4,6.79,2.26,3.0,1.34
윤대경,한화,2.45,47,5,1,0,2,0.833,47 2/3,36,4,19,6,28,18,13,1.154,0,0,0,1,199,795,0.209,9,1,1,1,0,2,0,2023,47.666666666666664,4.64,4.64,174.7,5.29,3.59,1.47,0.19
이민우,한화,2.63,17,2,1,0,2,0.667,13 2/3,8,2,6,0,11,6,4,1.024,0,0,0,0,57,239,0.167,0,0,1,2,0,1,0,2023,13.666666666666666,4.76,4.76,162.7,7.24,3.95,1.83,0.04
김규연,한화,2.75,23,0,1,1,0,0.0,19 2/3,16,0,10,2,20,7,6,1.322,0,0,0,0,85,344,0.222,2,1,1,0,0,2,0,2023,19.666666666666668,2.95,2.95,155.6,9.15,4.58,2.0,0.45
이태양,한화,3.23,50,3,3,0,2,0.5,100 1/3,100,7,21,3,72,44,36,1.206,0,0,1,0,422,1560,0.26,25,6,7,6,2,1,0,2023,100.33333333333333,3.34,3.34,132.5,6.46,1.88,3.43,1.85
장시환,한화,3.38,39,2,2,1,7,0.5,34 2/3,32,1,21,4,24,13,13,1.529,0,0,0,4,153,598,0.26,4,0,3,2,1,3,0,2023,34.666666666666664,4.3,4.3,126.6,6.23,5.45,1.14,0.27
페냐,한화,3.6,32,11,11,0,0,0.5,177 1/3,149,14,59,18,147,82,71,1.173,0,0,19,0,751,2886,0.225,28,5,10,2,1,16,4,2023,177.33333333333334,3.82,3.82,118.9,7.46,2.99,2.49,2.33
박상원,한화,3.65,55,5,3,16,0,0.625,61 2/3,63,2,29,3,57,35,25,1.492,0,0,0,6,277,1103,0.267,9,3,4,4,4,2,0,2023,61.666666666666664,3.28,3.28,117.3,8.32,4.23,1.97,1.18
문동주,한화,3.72,23,8,8,0,0,0.5,118 2/3,113,6,42,4,95,52,49,1.306,0,0,7,0,503,2067,0.249,20,2,2,1,0,5,1,2023,118.66666666666667,3.37,3.37,115.1,7.21,3.19,2.26,2.15
산체스,한화,3.79,24,7,8,0,0,0.467,126,136,13,28,6,99,62,53,1.302,0,0,8,0,540,2125,0.273,23,0,5,3,2,3,0,2023,126.0,3.73,3.73,112.9,7.07,2.0,3.54,1.78
한승주,한화,3.95,47,1,4,0,2,0.2,70 2/3,81,6,31,4,55,34,31,1.585,0,0,0,0,320,1267,0.287,16,2,2,1,2,5,0,2023,70.66666666666667,4.18,4.18,108.4,7.0,3.95,1.77,0.64
김범수,한화,4.19,76,5,5,1,18,0.5,62 1/3,64,3,33,3,52,33,29,1.556,0,0,0,7,283,1097,0.263,10,0,2,2,5,4,0,2023,62.333333333333336,3.84,3.84,102.1,7.51,4.76,1.58,0.8
류원석,한화,4.5,1,0,0,0,0,,2,1,0,0,1,1,1,1,,0,0,0,0,8,34,0.143,0,0,0,0,0,1,0,2023,2.0,,,,,,,
김기중,한화,4.63,37,1,3,0,1,0.25,56 1/3,58,4,29,9,46,33,29,1.544,0,0,0,0,253,1022,0.278,9,3,5,1,1,2,0,2023,56.333333333333336,4.46,4.46,92.4,7.35,4.63,1.59,0.34
장민재,한화,4.83,25,3,8,0,1,0.273,69,79,12,22,5,61,46,37,1.464,0,0,2,0,308,1177,0.288,13,2,4,3,2,5,0,2023,69.0,4.82,4.82,88.6,7.96,2.87,2.77,0.14
정우람,한화,5.36,52,0,1,0,8,0.0,40 1/3,45,3,17,2,30,24,24,1.537,0,0,0,1,183,766,0.278,8,2,0,2,0,3,0,2023,40.333333333333336,4.04,4.04,79.9,6.69,3.79,1.76,0.43
윤산흠,한화,6.0,5,0,0,0,0,,3,3,0,6,0,3,2,2,,0,0,0,1,18,83,0.273,1,0,1,0,0,0,0,2023,3.0,,,,,,,
강재민,한화,6.44,43,1,3,0,12,0.25,43 1/3,35,5,19,8,42,31,31,1.246,0,0,0,3,189,785,0.224,10,1,1,5,0,0,0,2023,43.333333333333336,4.58,4.58,66.5,8.72,3.95,2.21,0.2
한승혁,한화,6.44,21,0,3,0,1,0.0,36 1/3,48,3,21,3,28,27,26,1.899,0,0,0,0,176,684,0.324,9,0,0,4,0,4,0,2023,36.333333333333336,4.66,4.66,66.5,6.94,5.2,1.33,0.14
남지민,한화,6.45,16,1,7,0,0,0.125,37 2/3,54,0,13,6,23,31,27,1.779,0,0,1,0,186,678,0.333,12,0,1,4,1,3,0,2023,37.666666666666664,3.44,3.44,66.4,5.5,3.11,1.77,0.65
스미스,한화,6.75,1,0,0,0,0,,2 2/3,3,0,0,1,2,2,2,,0,0,0,0,12,60,0.273,0,0,0,0,0,0,0,2023,2.6666666666666665,,,,,,,
김민우,한화,6.97,12,1,6,0,0,0.143,51 2/3,65,6,28,2,43,43,40,1.8,0,0,2,0,243,959,0.313,16,2,3,2,0,5,0,2023,51.666666666666664,4.74,4.74,61.4,7.49,4.88,1.54,0.15
김서현,한화,7.25,20,0,0,1,0,,22 1/3,22,1,23,7,26,20,18,2.015,0,0,0,0,114,476,0.265,4,2,1,0,1,3,1,2023,22.333333333333332,5.43,5.43,59.0,10.48,9.27,1.13,-0.11
송윤준,한화,8.31,4,0,0,0,0,,4 1/3,4,0,2,0,3,4,4,,0,0,0,0,19,69,0.25,2,0,0,1,0,0,1,2023,4.333333333333333,,,,,,,
이충호,한화,9.35,11,0,0,0,0,,8 2/3,12,2,5,1,7,9,9,1.962,0,0,0,0,41,145,0.353,0,0,1,0,0,0,0,2023,8.666666666666666,6.61,6.61,45.8,7.27,5.19,1.4,-0.16
김재영,한화,10.13,6,0,0,0,0,,8,13,2,2,2,5,9,9,1.875,0,0,0,0,40,145,0.361,2,1,0,0,0,0,0,2023,8.0,6.65,6.65,42.3,5.62,2.25,2.5,-0.15
류희운,한화,11.25,3,0,0,0,0,,4,6,1,2,0,4,5,5,,0,0,0,0,20,68,0.333,1,0,0,0,0,0,0,2023,4.0,,,,,,,
장유호,한화,18.0,1,0,0,0,0,,2,4,0,2,0,0,5,4,,0,0,0,0,11,44,0.444,0,0,0,0,0,1,0,2023,2.0,,,,,,,
박준영,한화,18.69,4,0,0,0,0,,4 1/3,2,0,8,0,7,9,9,,0,0,0,0,23,101,0.143,0,0,0,1,0,1,0,2023,4.333333333333333,,,,,,,
박윤철,한화,21.6,3,0,0,0,0,,3 1/3,5,2,5,0,1,8,8,,0,0,0,0,20,81,0.333,2,0,0,0,0,1,0,2023,3.3333333333333335,,,,,,,
조영건,키움,0.0,6,0,0,0,1,,7 2/3,5,0,2,0,7,0,0,0.913,0,0,0,0,27,101,0.2,1,0,0,0,0,0,0,2023,7.666666666666667,2.11,2.11,,8.22,2.35,3.5,0.24
윤정현,키움,1.5,5,0,0,0,0,,6,5,0,6,0,2,2,1,1.833,0,0,0,0,26,103,0.25,0,0,0,0,0,1,0,2023,6.0,5.48,5.48,282.5,3.0,9.0,0.33,-0.03
안우진,키움,2.39,24,9,7,0,0,0.563,150 2/3,121,5,38,1,164,44,40,1.055,0,0,16,0,608,2342,0.217,25,1,5,6,1,8,0,2023,150.66666666666666,2.18,2.18,177.3,9.8,2.27,4.32,4.67
임창민,키움,2.51,51,2,2,26,1,0.5,46 2/3,51,3,17,2,40,16,13,1.457,0,0,0,4,209,826,0.276,6,0,2,3,3,0,0,2023,46.666666666666664,3.49,3.49,168.8,7.71,3.28,2.35,0.78
후라도,키움,2.65,30,11,8,0,0,0.579,183 2/3,164,7,41,9,147,64,54,1.116,0,0,20,0,763,2797,0.234,19,0,4,8,0,5,0,2023,183.66666666666666,2.86,2.86,159.9,7.2,2.01,3.59,4.32
박승주,키움,3.5,18,0,3,0,0,0.0,18,19,2,13,2,15,11,7,1.778,0,0,0,0,91,368,0.257,3,2,1,1,0,5,0,2023,18.0,5.43,5.43,121.1,7.5,6.5,1.15,-0.09
김성진,키움,3.64,55,3,3,0,7,0.5,47,44,5,25,1,38,19,19,1.468,0,0,0,3,208,824,0.247,7,0,3,1,2,0,0,2023,47.0,4.58,4.58,116.4,7.28,4.79,1.52,0.22
김재웅,키움,4.22,67,2,3,6,18,0.4,59 2/3,56,2,24,0,46,29,28,1.341,0,0,0,3,250,962,0.252,11,0,2,2,1,0,0,2023,59.666666666666664,3.25,3.25,100.4,6.94,3.62,1.92,1.15
요키시,키움,4.39,12,5,3,0,0,0.625,65 2/3,82,3,14,3,51,37,32,1.462,0,0,6,0,286,1100,0.309,14,1,1,3,1,1,0,2023,65.66666666666667,2.97,2.97,96.5,6.99,1.92,3.64,1.47
