선수명,팀,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,시즌,IP_float,FIP,xFIP,ERA+,K/9,BB/9,K/BB,pWAR
김민수,KT,6.92,14,0,1,0,3,0.0,13,17,1,5,0,4,10,10,1.692,0,0,0,0,58,203,0.354,5,2,3,2,0,0,0,2023,13.0,4.69,4.69,63.8,2.77,3.46,0.8,0.05
이채호,KT,6.93,25,0,1,0,1,0.0,24 2/3,26,6,9,3,8,19,19,1.419,0,0,0,0,110,390,0.274,6,0,1,2,0,1,0,2023,24.666666666666668,7.12,7.12,63.7,2.92,3.28,0.89,-0.6
김태오,KT,7.36,5,0,0,0,0,,7 1/3,10,0,4,0,3,6,6,1.909,0,0,0,0,35,142,0.345,3,0,0,2,1,0,0,2023,7.333333333333333,3.97,3.97,60.0,3.68,4.91,0.75,0.09
소형준,KT,11.45,3,0,0,0,0,,11,22,1,3,3,4,14,14,2.273,0,0,0,0,59,230,0.423,4,0,1,0,0,2,0,2023,11.0,5.24,5.24,38.5,3.27,2.45,1.33,-0.03
서동민,SSG,0.0,2,0,0,0,0,,1.0,0,0,3,0,1,0,0,,0,0,0,0,6,23,0.0,0,0,0,0,0,0,0,2023,1.0,,,,,,,
서상준,SSG,0.0,2,0,0,0,0,,2.0,1,0,5,0,3,3,0,,0,0,0,0,13,55,0.125,0,0,0,0,0,1,0,2023,2.0,,,,,,,
박민호,SSG,0.9,10,0,0,0,0,,10.0,14,0,1,2,4,3,1,1.5,0,0,0,0,47,167,0.318,1,0,0,0,0,0,0,2023,10.0,3.25,3.25,466.2,3.6,0.9,4.0,0.19
서진용,SSG,2.59,69,5,4,42,0,0.556,73.0,63,3,49,4,64,22,21,1.534,0,0,0,6,325,1259,0.239,6,0,4,4,6,5,0,2023,73.0,4.11,4.11,162.0,7.89,6.04,1.31,0.71
맥카티,SSG,3.39,24,9,5,0,0,0.643,130.0,124,10,45,1,116,58,49,1.3,0,0,13,0,543,2246,0.252,19,2,3,2,0,4,1,2023,130.0,3.43,3.43,123.8,8.03,3.12,2.58,2.22
노경은,SSG,3.58,76,9,5,2,30,0.643,83.0,78,4,36,4,65,33,33,1.373,0,0,0,7,357,1396,0.253,13,2,7,2,5,8,0,2023,83.0,3.66,3.66,117.2,7.05,3.9,1.81,1.21
최민준,SSG,4.2,53,5,3,1,7,0.625,60.0,75,7,19,1,37,29,28,1.567,0,0,0,3,262,1025,0.319,10,2,5,2,1,2,0,2023,60.0,4.43,4.43,99.9,5.55,2.85,1.95,0.37
고효준,SSG,4.5,73,4,1,0,13,0.8,58.0,49,3,42,3,66,31,29,1.569,0,0,0,2,262,1214,0.232,3,0,3,3,0,4,0,2023,58.0,3.87,3.87,93.2,10.24,6.52,1.57,0.71
백승건,SSG,4.97,25,2,2,0,3,0.5,38.0,41,7,17,0,29,24,21,1.526,0,0,0,0,170,656,0.273,5,0,2,1,0,0,0,2023,38.0,5.36,5.36,84.4,6.87,4.03,1.71,-0.15
문승원,SSG,5.23,50,5,8,1,9,0.385,105.0,138,12,35,6,65,67,61,1.648,0,0,4,2,479,1793,0.319,27,1,4,2,1,3,0,2023,105.0,4.57,4.57,80.2,5.57,3.0,1.86,0.49
신헌민,SSG,6.0,11,0,0,0,0,,12.0,19,1,6,0,8,10,8,2.083,0,0,0,0,62,237,0.345,6,0,1,0,1,0,0,2023,12.0,4.4,4.4,69.9,6.0,4.5,1.33,0.08
박종훈,SSG,6.19,18,2,6,0,0,0.25,80.0,77,8,60,19,56,57,55,1.712,0,0,4,0,382,1587,0.26,13,1,3,4,0,2,0,2023,80.0,6.01,6.01,67.8,6.3,6.75,0.93,-0.88
조성훈,SSG,6.43,2,0,1,0,0,0.0,7.0,10,0,4,2,4,5,5,2.0,0,0,0,0,34,137,0.357,1,0,0,0,0,0,0,2023,7.0,4.58,4.58,65.3,5.14,5.14,1.0,0.03
이기순,SSG,9.0,2,0,0,0,0,,3.0,3,1,4,0,3,3,3,,0,0,0,0,16,63,0.273,0,0,0,1,0,0,0,2023,3.0,,,,,,,
한두솔,SSG,9.0,1,0,0,0,0,,1.0,1,0,1,1,2,1,1,,0,0,0,0,6,26,0.25,0,1,0,0,0,0,0,2023,1.0,,,,,,,
하준수,NC,0.0,1,0,0,0,0,,1,0,0,2,0,1,0,0,,0,0,0,0,5,33,0.0,0,0,0,0,0,0,0,2023,1.0,,,,,,,
페디,NC,2.0,30,20,6,0,0,0.769,180 1/3,137,9,35,4,209,46,40,0.954,0,0,21,0,708,2904,0.207,16,0,5,3,0,5,0,2023,180.33333333333334,2.13,2.13,222.9,10.43,1.75,5.97,5.99
류진욱,NC,2.15,70,1,4,0,22,0.2,67,41,1,32,1,62,19,16,1.09,0,0,0,1,268,1083,0.18,2,2,4,3,1,5,0,2023,67.0,2.97,2.97,207.4,8.33,4.3,1.94,1.57
심창민,NC,2.7,5,0,1,0,0,0.0,3 1/3,2,0,5,1,5,2,1,,0,0,0,0,18,79,0.167,0,0,0,0,0,0,0,2023,3.3333333333333335,,,,,,,
김진호,NC,2.76,19,2,1,0,9,0.667,16 1/3,15,0,10,1,22,5,5,1.531,0,0,0,1,73,314,0.242,2,0,0,0,0,3,0,2023,16.333333333333332,2.48,2.48,161.5,12.12,5.51,2.2,0.48
태너,NC,2.92,11,5,2,0,0,0.714,64 2/3,58,6,13,1,47,26,21,1.098,0,0,8,0,265,1012,0.236,8,0,5,0,0,0,0,2023,64.66666666666667,3.55,3.55,152.7,6.54,1.81,3.62,1.09
구창모,NC,2.96,11,1,3,0,0,0.25,51 2/3,38,4,16,0,56,19,17,1.045,0,0,3,0,205,845,0.203,3,0,0,2,0,0,0,2023,51.666666666666664,2.92,2.92,150.6,9.75,2.79,3.5,1.24
김영규,NC,3.06,63,2,4,0,24,0.333,61 2/3,45,2,23,1,48,22,21,1.103,0,0,0,2,247,916,0.205,6,5,2,1,1,5,2,2023,61.666666666666664,3.18,3.18,145.7,7.01,3.36,2.09,1.3
신민혁,NC,3.98,29,5,5,0,0,0.5,122,122,14,25,6,97,63,54,1.205,0,0,5,0,519,2140,0.256,27,2,5,6,0,3,0,2023,122.0,3.81,3.81,112.0,7.16,1.84,3.88,1.68
조민석,NC,4.06,35,1,0,0,4,1.0,31,33,2,14,3,28,15,14,1.516,0,0,0,0,137,544,0.284,9,0,3,1,0,1,0,2023,31.0,3.83,3.83,109.8,8.13,4.06,2.0,0.42
이용찬,NC,4.13,60,4,4,29,0,0.5,61,53,5,19,3,51,28,28,1.18,0,0,0,6,254,959,0.233,6,1,4,1,1,4,0,2023,61.0,3.63,3.63,107.9,7.52,2.8,2.68,0.97
이용준,NC,4.3,24,3,4,0,0,0.429,67,60,5,44,2,50,39,32,1.552,0,0,1,0,304,1278,0.239,11,0,2,5,0,1,0,2023,67.0,4.69,4.69,103.7,6.72,5.91,1.14,0.24
김태현,NC,4.43,16,1,0,0,0,1.0,20 1/3,17,4,13,1,14,13,10,1.475,0,0,0,0,90,337,0.224,1,1,0,0,0,0,0,2023,20.333333333333332,6.4,6.4,100.6,6.2,5.75,1.08,-0.33
김시훈,NC,4.44,61,4,3,3,12,0.571,52 2/3,57,3,34,1,49,32,26,1.728,0,0,0,3,245,981,0.278,10,1,4,1,0,3,0,2023,52.666666666666664,4.02,4.02,100.4,8.37,5.81,1.44,0.6
이재학,NC,4.54,15,5,5,0,0,0.5,67 1/3,55,6,33,5,43,36,34,1.307,0,0,5,0,293,1142,0.223,5,2,5,3,0,7,0,2023,67.33333333333333,4.72,4.72,98.2,5.75,4.41,1.3,0.22
하준영,NC,4.59,57,1,0,0,2,1.0,49,52,4,19,2,49,25,25,1.449,0,0,0,0,215,880,0.274,6,1,2,2,1,0,0,2023,49.0,3.5,3.5,97.1,9.0,3.49,2.58,0.85
한재승,NC,4.66,11,0,1,0,0,0.0,9 2/3,9,2,5,0,10,5,5,1.448,0,0,0,0,44,183,0.231,1,0,0,0,0,1,0,2023,9.666666666666666,5.32,5.32,95.7,9.31,4.66,2.0,-0.04
임정호,NC,4.68,65,4,4,0,15,0.5,50,51,3,17,4,49,30,26,1.36,0,0,0,4,216,840,0.264,9,1,2,0,0,4,1,2023,50.0,3.23,3.23,95.3,8.82,3.06,2.88,1.02
전사민,NC,4.76,9,0,2,1,0,0.0,17,17,1,14,2,6,10,9,1.824,0,0,0,0,81,283,0.288,1,0,5,1,1,1,0,2023,17.0,6.03,6.03,93.7,3.18,7.41,0.43,-0.2
송명기,NC,4.83,35,4,9,0,0,0.308,104 1/3,106,12,47,11,65,64,56,1.466,0,0,3,0,474,1871,0.26,15,2,6,2,0,6,0,2023,104.33333333333333,5.07,5.07,92.3,5.61,4.05,1.38,-0.08
이준호,NC,4.83,17,3,2,0,0,0.6,31 2/3,32,3,15,4,19,22,17,1.484,0,0,0,0,144,614,0.26,4,1,0,2,0,2,0,2023,31.666666666666668,4.98,4.98,92.3,5.4,4.26,1.27,0.01
최성영,NC,4.86,18,5,4,0,0,0.556,66 2/3,77,6,32,5,38,37,36,1.635,0,0,1,0,303,1133,0.304,15,2,7,6,0,1,0,2023,66.66666666666667,4.84,4.84,91.7,5.13,4.32,1.19,0.12
배민서,NC,6.75,6,0,0,0,0,,6 2/3,10,0,2,1,4,8,5,1.8,0,0,0,0,34,127,0.333,5,2,0,1,0,2,0,2023,6.666666666666667,3.3,3.3,66.0,5.4,2.7,2.0,0.13
정구범,NC,7.82,4,0,1,0,0,0.0,12 2/3,16,3,12,0,6,11,11,2.211,0,0,0,0,64,286,0.308,3,0,0,0,0,0,0,2023,12.666666666666666,8.12,8.12,57.0,4.26,8.53,0.5,-0.46
채원후,NC,8.1,3,0,0,0,0,,3 1/3,4,0,4,0,2,3,3,,0,0,0,0,17,60,0.333,1,1,0,1,0,1,0,2023,3.3333333333333335,,,,,,,
임지민,NC,13.5,2,0,0,0,0,,1 1/3,2,0,4,0,3,2,2,,0,0,0,0,10,48,0.333,0,0,0,0,0,2,0,2023,1.3333333333333333,,,,,,,
백승우,두산,0.0,6,0,0,0,0,,4,3,0,3,1,1,0,0,,0,0,0,0,18,78,0.214,0,0,0,0,0,0,0,2023,4.0,,,,,,,
브랜든,두산,2.49,18,11,3,0,0,0.786,104 2/3,80,4,30,12,100,34,29,1.051,0,0,13,0,427,1729,0.213,13,0,8,2,0,3,0,2023,104.66666666666667,2.94,2.94,163.7,8.6,2.58,3.33,2.28
알칸타라,두산,2.67,31,13,9,0,0,0.591,192,171,16,35,5,162,67,57,1.073,0,0,22,0,777,2988,0.236,33,0,10,2,1,3,0,2023,192.0,3.17,3.17,152.7,7.59,1.64,4.63,3.72
곽빈,두산,2.9,23,12,7,0,0,0.632,127 1/3,96,7,58,5,106,44,41,1.209,0,0,13,0,526,2229,0.212,18,1,7,4,0,4,1,2023,127.33333333333333,3.68,3.68,140.6,7.49,4.1,1.83,1.78
홍건희,두산,3.06,64,1,5,22,5,0.167,61 2/3,67,4,24,0,62,28,21,1.476,0,0,0,3,277,1092,0.272,10,3,6,1,3,8,0,2023,61.666666666666664,3.15,3.15,133.2,9.05,3.5,2.58,1.21
박치국,두산,3.59,62,5,3,2,11,0.625,52 2/3,54,3,21,5,48,22,21,1.424,0,0,0,2,236,923,0.258,9,2,1,0,1,2,0,2023,52.666666666666664,3.55,3.55,113.5,8.2,3.59,2.29,0.81
김명신,두산,3.65,70,3,3,1,24,0.5,79,72,3,27,6,65,34,32,1.253,0,0,0,1,334,1445,0.245,18,0,4,3,3,3,0,2023,79.0,3.25,3.25,111.7,7.41,3.08,2.41,1.46
정철원,두산,3.96,67,7,6,13,11,0.538,72 2/3,66,8,32,2,55,36,32,1.349,0,0,0,9,315,1254,0.242,6,0,5,3,2,6,1,2023,72.66666666666667,4.47,4.47,102.9,6.81,3.96,1.72,0.41
최승용,두산,3.97,34,3,6,1,0,0.333,111,116,9,34,4,82,54,49,1.351,0,0,4,0,479,1853,0.269,11,1,7,3,0,3,0,2023,111.0,3.75,3.75,102.7,6.65,2.76,2.41,1.47
김동주,두산,4.14,18,3,6,0,0,0.333,78 1/3,73,5,35,4,59,37,36,1.379,0,0,4,0,334,1390,0.255,14,4,5,4,0,4,1,2023,78.33333333333333,3.97,3.97,98.5,6.78,4.02,1.69,0.85
박정수,두산,4.17,25,1,0,1,0,1.0,36 2/3,37,1,18,6,28,22,17,1.5,0,0,0,0,165,596,0.268,12,0,3,0,1,2,0,2023,36.666666666666664,3.94,3.94,97.8,6.87,4.42,1.56,0.41
김강률,두산,4.21,32,1,0,1,7,1.0,25 2/3,23,2,12,2,21,14,12,1.364,0,0,0,0,115,489,0.232,3,0,1,1,0,2,0,2023,25.666666666666668,4.16,4.16,96.8,7.36,4.21,1.75,0.23
김민규,두산,4.32,6,0,0,0,0,,8 1/3,6,0,4,2,5,5,4,1.2,0,0,0,0,37,153,0.207,2,1,1,1,0,2,0,2023,8.333333333333334,4.11,4.11,94.4,5.4,4.32,1.25,0.08
이병헌,두산,4.67,36,0,0,0,5,,27,25,2,22,1,28,16,14,1.741,0,0,0,2,126,516,0.248,7,0,1,1,0,3,0,2023,27.0,4.59,4.59,87.3,9.33,7.33,1.27,0.12
최원준,두산,4.93,26,3,10,0,0,0.231,107 2/3,119,11,28,12,71,60,59,1.365,0,0,7,0,465,1763,0.287,33,1,8,2,0,1,0,2023,107.66666666666667,4.27,4.27,82.7,5.93,2.34,2.54,0.83
장원준,두산,5.27,11,3,5,0,0,0.375,41,53,4,11,2,24,27,24,1.561,0,0,1,0,183,689,0.325,8,2,5,2,0,2,0,2023,41.0,4.2,4.2,77.3,5.27,2.41,2.18,0.35
최지강,두산,5.32,25,2,1,0,2,0.667,22,16,0,20,1,14,13,13,1.636,0,0,0,0,102,399,0.205,4,0,1,2,0,0,0,2023,22.0,4.74,4.74,76.6,5.73,8.18,0.7,0.06
이영하,두산,5.49,36,5,3,0,4,0.625,39 1/3,40,2,21,4,28,27,24,1.551,0,0,0,0,184,739,0.256,9,1,3,0,1,2,0,2023,39.333333333333336,4.29,4.29,74.2,6.41,4.81,1.33,0.3
박신지,두산,5.54,15,0,0,0,0,,26,39,1,11,3,15,16,16,1.923,0,0,0,0,129,459,0.342,13,0,0,1,0,2,0,2023,26.0,4.11,4.11,73.6,5.19,3.81,1.36,0.24
고봉재,두산,6.35,10,0,0,0,0,,11 1/3,12,0,7,1,7,8,8,1.676,0,0,0,0,53,217,0.286,2,1,1,2,0,0,0,2023,11.333333333333334,4.03,4.03,64.2,5.56,5.56,1.0,0.12
이형범,두산,6.51,23,1,0,0,1,1.0,27 2/3,40,2,12,3,13,23,20,1.88,0,0,0,0,134,476,0.348,10,0,2,2,0,2,0,2023,27.666666666666668,4.78,4.78,62.6,4.23,3.9,1.08,0.06
딜런,두산,8.0,2,0,1,0,0,0.0,9,10,2,5,0,2,9,8,1.667,0,0,0,0,45,175,0.25,1,0,0,0,0,1,0,2023,9.0,7.26,7.26,51.0,2.0,5.0,0.4,-0.22
김정우,두산,9.45,7,0,0,0,0,,6 2/3,11,1,7,0,6,7,7,2.7,0,0,0,0,38,148,0.355,2,0,0,0,0,0,0,2023,6.666666666666667,6.45,6.45,43.1,8.1,9.45,0.86,-0.1
김유성,두산,9.95,7,0,0,0,0,,6 1/3,6,2,12,0,6,7,7,2.842,0,0,0,0,38,172,0.25,0,0,0,2,0,3,0,2023,6.333333333333333,11.04,11.04,41.0,8.53,17.05,0.5,-0.4
김호준,두산,12.0,3,0,0,0,0,,3,3,1,4,0,2,4,4,,0,0,0,0,16,59,0.273,0,0,0,1,0,1,0,2023,3.0,,,,,,,
제환유,두산,13.5,1,0,0,0,0,,2,3,0,4,0,2,4,3,,0,0,0,0,14,53,0.3,0,0,0,0,0,1,0,2023,2.0,,,,,,,
이원재,두산,27.0,1,0,0,0,0,,1,3,0,3,0,0,3,3,,0,0,0,0,9,34,0.5,1,0,0,0,0,0,0,2023,1.0,,,,,,,
유승철,KIA,0.0,1,0,0,0,0,,1,0,0,1,0,0,0,0,,0,0,0,0,4,19,0.0,0,0,0,0,0,0,0,2023,1.0,,,,,,,
