선수명,팀,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,시즌,IP_float,FIP,xFIP,ERA+,K/9,BB/9,K/BB,pWAR
김유성,두산,6.43,17,1,2,0,0,0.333,28,28,1,24,4,29,23,20,1.857,0,0,0,0,139,622,0.252,10,0,0,0,0,2,0,2024,28.0,4.51,4.51,62.9,9.32,7.71,1.21,0.15
최원준,두산,6.46,24,6,7,0,0,0.462,110,125,21,34,10,72,79,79,1.445,0,0,3,0,490,1929,0.283,24,2,2,2,1,1,0,2024,110.0,5.49,5.49,62.7,5.89,2.78,2.12,-0.57
김동주,두산,6.84,14,1,3,0,0,0.25,50,67,6,21,4,35,46,38,1.76,1,0,0,0,244,914,0.315,12,3,1,5,0,7,1,2024,50.0,4.78,4.78,59.2,6.3,3.78,1.67,0.12
이교훈,두산,7.39,33,1,1,0,1,0.5,35 1/3,43,7,17,2,27,32,29,1.698,0,0,0,0,166,653,0.297,11,1,2,0,0,0,0,2024,35.333333333333336,5.78,5.78,54.8,6.88,4.33,1.59,-0.29
김호준,두산,8.78,16,1,2,0,0,0.333,13 1/3,22,1,4,5,6,14,13,1.95,0,0,0,0,68,237,0.393,6,1,3,0,0,0,0,2024,13.333333333333334,5.22,5.22,46.1,4.05,2.7,1.5,-0.03
김명신,두산,9.37,35,2,1,0,4,0.667,32 2/3,63,8,8,2,25,34,34,2.173,0,0,0,1,168,650,0.409,7,0,2,2,0,1,0,2024,32.666666666666664,5.69,5.69,43.2,6.89,2.2,3.12,-0.24
권휘,두산,11.0,8,0,0,0,0,,9,15,0,7,0,11,11,11,2.444,0,0,0,0,49,205,0.366,3,0,1,0,0,1,0,2024,9.0,3.01,3.01,36.8,11.0,7.0,1.57,0.19
박소준,두산,11.25,1,0,1,0,0,0.0,4,6,2,2,0,2,5,5,,0,0,0,0,20,71,0.333,0,0,0,0,0,1,0,2024,4.0,,,,,,,
박정우,KIA,0.0,1,0,0,0,0,,1,0,0,0,0,2,0,0,,0,0,0,0,3,13,0.0,0,0,0,0,0,0,0,2024,1.0,,,,,,,
장재혁,KIA,0.0,1,0,0,0,0,,1 1/3,2,0,1,0,0,0,0,,0,0,0,0,7,27,0.333,0,0,0,0,0,0,0,2024,1.3333333333333333,,,,,,,
정해영,KIA,2.49,53,2,3,31,1,0.4,50 2/3,47,8,16,1,50,14,14,1.243,0,0,0,3,210,840,0.244,5,1,0,0,2,0,0,2024,50.666666666666664,4.21,4.21,165.7,8.88,2.84,3.12,0.43
네일,KIA,2.53,26,12,5,0,0,0.706,149 1/3,154,11,35,9,138,69,42,1.266,0,0,13,0,642,2398,0.259,27,1,3,1,0,3,1,2024,149.33333333333334,3.11,3.11,163.1,8.32,2.11,3.94,3.04
곽도규,KIA,3.56,71,4,2,2,16,0.667,55 2/3,43,4,34,4,64,24,22,1.383,0,0,0,4,248,1068,0.207,7,0,2,0,1,7,0,2024,55.666666666666664,3.8,3.8,115.9,10.35,5.5,1.88,0.72
크로우,KIA,3.57,8,5,1,0,0,0.833,40 1/3,41,2,12,1,43,19,16,1.314,0,0,1,0,172,710,0.259,7,0,0,1,1,0,0,2024,40.333333333333336,2.6,2.6,115.6,9.6,2.68,3.58,1.04
이준영,KIA,3.86,56,4,0,0,9,1.0,35,37,5,17,2,33,21,15,1.543,0,0,0,1,160,622,0.268,8,0,3,0,3,0,0,2024,35.0,4.72,4.72,106.9,8.49,4.37,1.94,0.11
장현식,KIA,3.94,75,5,4,0,16,0.556,75 1/3,75,8,34,2,75,41,33,1.447,0,0,0,1,331,1289,0.26,16,0,4,3,2,4,0,2024,75.33333333333333,3.94,3.94,104.7,8.96,4.06,2.21,0.86
김승현,KIA,4.0,15,1,0,0,0,1.0,18,23,3,7,0,11,12,8,1.667,0,0,0,0,85,289,0.295,5,1,0,0,0,0,0,2024,18.0,5.23,5.23,103.2,5.5,3.5,1.57,-0.04
전상현,KIA,4.09,66,10,5,7,19,0.667,66,55,5,20,5,54,32,30,1.136,0,0,0,7,272,1088,0.224,7,2,1,1,1,2,0,2024,66.0,3.6,3.6,100.9,7.36,2.73,2.7,1.0
양현종,KIA,4.1,29,11,5,0,0,0.688,171 1/3,174,21,41,6,129,86,78,1.255,3,0,15,0,727,2620,0.257,37,6,2,1,0,2,0,2024,171.33333333333334,4.03,4.03,100.6,6.78,2.15,3.15,1.79
윤영철,KIA,4.19,18,7,4,0,0,0.636,81 2/3,82,8,43,1,58,44,38,1.531,0,0,3,0,362,1444,0.263,14,1,5,1,0,1,0,2024,81.66666666666667,4.59,4.59,98.5,6.39,4.74,1.35,0.36
황동하,KIA,4.44,25,5,7,0,0,0.417,103 1/3,109,13,44,8,81,64,51,1.481,0,0,2,0,464,1814,0.268,18,0,3,2,0,5,0,2024,103.33333333333333,4.7,4.7,92.9,7.05,3.83,1.84,0.33
알드레드,KIA,4.53,9,3,2,0,0,0.6,43 2/3,38,4,17,2,52,24,22,1.26,1,1,3,0,184,748,0.235,4,0,2,1,0,1,0,2024,43.666666666666664,3.23,3.23,91.1,10.72,3.5,3.06,0.83
김사윤,KIA,4.62,23,0,1,1,0,0.0,37,40,2,25,5,36,29,19,1.757,0,0,0,0,173,727,0.288,6,2,1,3,0,4,0,2024,37.0,4.31,4.31,89.3,8.76,6.08,1.44,0.28
김도현,KIA,4.92,35,4,6,0,3,0.4,75,87,9,31,9,59,45,41,1.573,0,0,1,0,345,1330,0.291,11,1,4,2,0,4,0,2024,75.0,4.71,4.71,83.9,7.08,3.72,1.9,0.23
라우어,KIA,4.93,7,2,2,0,0,0.5,34 2/3,35,3,12,3,37,19,19,1.356,0,0,2,0,150,608,0.259,7,1,0,0,0,0,0,2024,34.666666666666664,3.41,3.41,83.7,9.61,3.12,3.08,0.59
김기훈,KIA,5.03,17,1,0,0,0,1.0,19 2/3,16,1,15,3,17,13,11,1.576,0,0,0,0,95,386,0.208,4,1,0,0,0,1,1,2024,19.666666666666668,4.8,4.8,82.0,7.78,6.86,1.13,0.04
스타우트,KIA,5.06,4,1,1,0,0,0.5,16,17,2,5,3,20,10,9,1.375,0,0,0,0,73,327,0.262,3,1,0,0,0,1,0,2024,16.0,3.74,3.74,81.5,11.25,2.81,4.0,0.22
최지민,KIA,5.09,56,3,3,3,12,0.5,46,44,2,40,4,37,28,26,1.826,0,0,0,4,225,915,0.25,10,1,1,4,0,6,0,2024,46.0,4.95,4.95,81.1,7.24,7.83,0.92,0.02
유승철,KIA,5.4,5,0,0,0,0,,5,3,0,7,0,4,3,3,2.0,0,0,0,0,23,102,0.188,1,0,0,0,0,2,0,2024,5.0,5.72,5.72,76.4,7.2,12.6,0.57,-0.04
이의리,KIA,5.4,4,1,0,0,0,1.0,13 1/3,17,3,14,0,14,10,8,2.325,0,0,0,0,69,288,0.309,3,0,0,0,0,0,0,2024,13.333333333333334,7.1,7.1,76.4,9.45,9.45,1.0,-0.3
박준표,KIA,6.0,8,0,0,0,1,,6,10,0,3,1,4,4,4,2.167,0,0,0,0,29,88,0.4,2,0,0,0,0,0,0,2024,6.0,3.79,3.79,68.8,6.0,4.5,1.33,0.08
임기영,KIA,6.31,37,6,2,0,2,0.75,45 2/3,61,8,17,1,36,35,32,1.708,0,0,0,0,218,866,0.313,12,0,2,3,1,1,1,2024,45.666666666666664,5.0,5.0,65.4,7.09,3.35,2.12,0.0
유지성,KIA,7.71,3,0,0,0,0,,2 1/3,5,1,0,1,3,4,2,,0,0,0,0,14,51,0.385,0,0,0,0,0,0,0,2024,2.3333333333333335,,,,,,,
이형범,KIA,7.8,16,0,1,0,2,0.0,15,26,2,7,5,9,17,13,2.2,0,0,0,0,83,296,0.371,4,0,0,1,1,0,0,2024,15.0,6.05,6.05,52.9,5.4,4.2,1.29,-0.17
김건국,KIA,7.86,20,0,1,0,0,0.0,34 1/3,48,5,14,2,20,33,30,1.806,0,0,0,0,165,594,0.327,8,0,0,2,0,3,0,2024,34.333333333333336,5.25,5.25,52.5,5.24,3.67,1.43,-0.09
김대유,KIA,8.28,37,0,0,0,8,,25,35,4,12,2,26,23,23,1.88,0,0,0,0,122,465,0.34,5,0,0,5,0,1,0,2024,25.0,4.8,4.8,49.8,9.36,4.32,2.17,0.05
김민주,KIA,9.0,2,0,0,0,0,,1,3,0,1,0,2,2,1,,0,0,0,0,8,30,0.429,1,0,0,0,0,1,0,2024,1.0,,,,,,,
윤중현,KIA,13.94,11,0,0,0,0,,10 1/3,22,4,9,3,4,17,16,3.0,0,0,0,0,62,239,0.458,2,1,0,2,1,0,0,2024,10.333333333333334,10.86,10.86,29.6,3.48,7.84,0.44,-0.65
김민재,KIA,15.75,4,0,0,0,0,,4,9,3,1,1,3,7,7,,0,0,0,0,22,85,0.45,0,0,0,0,0,0,0,2024,4.0,,,,,,,
김현수,KIA,18.0,5,0,0,0,0,,5,7,0,5,1,4,10,10,2.4,0,0,0,0,28,105,0.333,4,0,0,1,0,2,0,2024,5.0,5.12,5.12,22.9,7.2,9.0,0.8,-0.01
반즈,롯데,3.35,25,9,6,0,0,0.6,150 2/3,140,18,46,5,171,59,56,1.235,0,0,17,0,624,2396,0.248,17,4,5,4,0,6,0,2024,150.66666666666666,3.42,3.42,122.0,10.21,2.75,3.72,2.54
김강현,롯데,3.55,26,0,0,0,0,,25 1/3,28,2,18,2,24,13,10,1.816,0,0,0,1,123,497,0.275,4,0,1,0,1,3,0,2024,25.333333333333332,4.62,4.62,115.1,8.53,6.39,1.33,0.1
김원중,롯데,3.55,56,3,6,25,0,0.333,63 1/3,59,4,31,1,68,27,25,1.421,0,0,0,6,277,1136,0.25,8,0,3,6,7,5,0,2024,63.333333333333336,3.31,3.31,115.1,9.66,4.41,2.19,1.14
윌커슨,롯데,3.84,32,12,8,0,0,0.6,196 2/3,210,18,27,2,167,90,84,1.205,1,1,18,0,816,3124,0.27,37,3,3,5,0,3,0,2024,196.66666666666666,3.05,3.05,106.4,7.64,1.24,6.19,4.1
김태혁,롯데,4.15,74,8,4,2,17,0.667,73 2/3,71,5,26,5,56,40,34,1.317,0,0,0,3,322,1186,0.255,11,1,8,5,2,6,1,2024,73.66666666666667,3.74,3.74,98.5,6.84,3.18,2.15,0.99
박진형,롯데,4.26,7,0,0,0,0,,6 1/3,6,0,1,1,4,3,3,1.105,0,0,0,0,24,95,0.286,1,0,1,0,0,1,0,2024,6.333333333333333,2.8,2.8,95.9,5.68,1.42,4.0,0.15
정우준,롯데,4.32,8,0,0,0,0,,8 1/3,10,2,7,0,5,4,4,2.04,0,0,0,0,40,145,0.303,2,0,0,0,0,0,0,2024,8.333333333333334,7.56,7.56,94.6,5.4,7.56,0.71,-0.23
박진,롯데,4.38,38,2,4,1,0,0.333,49 1/3,60,4,11,2,35,28,24,1.439,0,0,1,0,214,802,0.311,9,1,3,5,0,4,0,2024,49.333333333333336,3.55,3.55,93.3,6.39,2.01,3.18,0.76
정현수,롯데,4.56,18,1,1,0,1,0.5,23 2/3,20,0,12,2,25,12,12,1.352,0,0,0,1,104,425,0.235,7,0,4,1,0,0,0,2024,23.666666666666668,2.78,2.78,89.6,9.51,4.56,2.08,0.56
박세웅,롯데,4.78,30,6,11,0,0,0.353,173 1/3,188,13,56,11,124,103,92,1.408,0,0,14,0,759,2926,0.275,33,0,3,5,0,10,0,2024,173.33333333333334,3.82,3.82,85.5,6.44,2.91,2.21,2.19
구승민,롯데,4.84,66,5,3,0,13,0.625,57 2/3,68,6,35,6,62,37,31,1.786,0,0,0,2,279,1138,0.293,10,0,3,3,1,7,0,2024,57.666666666666664,4.46,4.46,84.4,9.68,5.46,1.77,0.33
한현희,롯데,5.19,57,5,3,0,8,0.625,76 1/3,92,7,24,10,70,45,44,1.52,0,0,1,1,342,1321,0.305,18,1,2,4,1,4,0,2024,76.33333333333333,3.81,3.81,78.7,8.25,2.83,2.92,0.97
김진욱,롯데,5.31,19,4,3,0,0,0.571,84 2/3,89,13,44,3,87,54,50,1.571,0,0,3,0,388,1630,0.264,21,3,3,1,0,5,0,2024,84.66666666666667,4.73,4.73,77.0,9.25,4.68,1.98,0.24
최준용,롯데,5.4,27,1,2,0,3,0.333,21 2/3,28,2,14,1,12,13,13,1.938,0,0,0,4,105,431,0.322,2,1,2,1,1,1,0,2024,21.666666666666668,5.29,5.29,75.7,4.98,5.82,0.86,-0.07
전미르,롯데,5.88,36,1,5,1,5,0.167,33 2/3,33,4,21,1,34,28,22,1.604,0,0,0,5,155,619,0.256,10,0,3,1,2,3,0,2024,33.666666666666664,4.61,4.61,69.5,9.09,5.61,1.62,0.14
진해수,롯데,6.18,54,2,1,0,5,0.667,27 2/3,36,5,10,3,22,21,19,1.663,0,0,0,2,128,471,0.316,3,0,0,1,1,2,0,2024,27.666666666666668,5.29,5.29,66.1,7.16,3.25,2.2,-0.09
이민석,롯데,7.26,18,0,2,0,1,0.0,31,38,3,25,2,20,27,25,2.032,0,0,0,0,153,627,0.302,5,3,0,0,0,1,0,2024,31.0,5.7,5.7,56.3,5.81,7.26,0.8,-0.23
최이준,롯데,7.3,23,3,0,0,0,1.0,24 2/3,40,3,16,1,17,22,20,2.27,0,0,0,0,126,479,0.385,6,1,2,3,1,1,0,2024,24.666666666666668,5.39,5.39,56.0,6.2,5.84,1.06,-0.1
임준섭,롯데,7.94,24,0,0,0,2,,11 1/3,12,0,11,3,3,11,10,2.029,0,0,0,0,56,233,0.286,2,1,0,0,0,0,0,2024,11.333333333333334,6.3,6.3,51.5,2.38,8.74,0.27,-0.16
나균안,롯데,8.51,26,4,7,0,0,0.364,73,114,15,47,5,74,73,69,2.205,0,0,2,0,380,1491,0.353,19,0,3,2,0,10,0,2024,73.0,5.9,5.9,48.0,9.12,5.79,1.57,-0.7
진승현,롯데,8.53,7,0,1,0,0,0.0,6 1/3,7,0,5,0,5,6,6,1.895,0,0,0,0,32,109,0.259,3,0,0,0,0,0,0,2024,6.333333333333333,3.91,3.91,47.9,7.11,7.11,1.0,0.07
김도규,롯데,9.0,5,0,1,0,0,0.0,4,5,0,6,2,5,4,4,,0,0,0,0,25,92,0.333,1,0,0,2,1,0,1,2024,4.0,,,,,,,
박준우,롯데,9.0,2,0,0,0,0,,2,3,0,1,0,1,2,2,,0,0,0,0,10,32,0.333,1,0,0,0,0,0,0,2024,2.0,,,,,,,
현도훈,롯데,9.0,8,0,1,0,0,0.0,10,15,2,6,0,8,11,10,2.1,0,0,0,1,50,193,0.341,3,1,0,0,0,1,0,2024,10.0,5.92,5.92,45.4,7.2,5.4,1.33,-0.1
이인복,롯데,9.55,8,0,3,0,0,0.0,33,49,10,13,3,20,35,35,1.879,0,0,1,0,159,580,0.358,14,0,1,5,0,4,0,2024,33.0,7.3,7.3,42.8,5.45,3.55,1.54,-0.81
송재영,롯데,10.8,19,0,1,1,3,0.0,8 1/3,9,2,5,1,9,10,10,1.68,0,0,0,1,40,162,0.29,3,0,2,1,0,1,1,2024,8.333333333333334,6.24,6.24,37.8,9.72,5.4,1.8,-0.11
홍민기,롯데,12.27,3,0,0,0,0,,3 2/3,8,0,1,2,2,7,5,,0,0,0,0,24,99,0.381,3,0,0,0,0,3,0,2024,3.6666666666666665,,,,,,,
윤성빈,롯데,45.0,1,0,1,0,0,0.0,1,4,1,2,0,1,5,5,,0,0,0,0,9,35,0.571,1,0,0,0,0,0,0,2024,1.0,,,,,,,
박성빈,삼성,0.0,3,0,0,0,0,,2 1/3,1,0,0,1,2,0,0,,0,0,0,0,9,28,0.125,0,0,0,0,0,0,0,2024,2.3333333333333335,,,,,,,
정동윤,삼성,0.0,3,0,0,0,0,,1 2/3,1,0,1,0,2,0,0,,0,0,0,0,7,32,0.167,0,0,0,0,0,0,0,2024,1.6666666666666665,,,,,,,
노경은,삼성,2.9,77,8,5,0,38,0.615,83 2/3,71,10,32,4,71,30,27,1.231,0,0,0,4,350,1338,0.232,10,1,3,5,4,3,0,2024,83.66666666666667,4.27,4.27,151.1,7.64,3.44,2.22,0.7
조병현,삼성,3.58,76,4,6,12,12,0.4,73,52,8,31,2,96,34,29,1.137,0,0,0,6,302,1294,0.197,10,0,2,3,3,5,0,2024,73.0,3.27,3.27,122.4,11.84,3.82,3.1,1.45
이기순,삼성,3.66,10,1,1,0,0,0.5,19 2/3,12,2,23,1,24,10,8,1.78,0,0,0,0,94,423,0.174,1,0,1,0,0,1,0,2024,19.666666666666668,5.66,5.66,119.7,10.98,10.53,1.04,-0.15
앤더슨,삼성,3.89,24,11,3,0,0,0.786,115 2/3,98,11,53,8,158,55,50,1.305,0,0,9,0,496,2029,0.227,13,1,2,1,0,5,1,2024,115.66666666666667,3.21,3.21,112.6,12.29,4.12,2.98,2.37
엘리아스,삼성,4.08,22,7,7,0,0,0.5,123 2/3,126,13,30,6,104,59,56,1.261,0,0,10,0,525,1947,0.265,14,0,10,2,0,3,0,2024,123.66666666666667,3.68,3.68,107.4,7.57,2.18,3.47,1.87
문승원,삼성,4.5,62,6,1,20,6,0.857,60,67,10,24,1,53,33,30,1.517,0,0,0,7,265,1056,0.283,7,0,1,2,3,2,0,2024,60.0,4.77,4.77,97.4,7.95,3.6,2.21,0.16
박민호,삼성,4.76,19,2,0,0,0,1.0,22 2/3,25,4,7,2,10,14,12,1.412,0,0,0,0,98,352,0.287,3,0,0,2,1,0,0,2024,22.666666666666668,5.72,5.72,92.0,3.97,2.78,1.43,-0.19
김광현,삼성,4.93,31,12,10,0,0,0.545,162 1/3,162,24,73,6,154,95,89,1.448,0,0,13,0,709,2757,0.26,29,0,5,3,1,8,0,2024,162.33333333333334,4.6,4.6,88.9,8.54,4.05,2.11,0.74
한두솔,삼성,5.01,69,2,1,0,3,0.667,59 1/3,62,3,31,3,68,40,33,1.567,0,0,0,0,273,1071,0.267,10,2,4,3,2,1,0,2024,59.333333333333336,3.2,3.2,87.5,10.31,4.7,2.19,1.22
오원석,삼성,5.03,29,6,9,0,1,0.4,121 2/3,122,17,65,13,112,72,68,1.537,0,0,2,0,550,2208,0.261,14,1,2,2,1,3,0,2024,121.66666666666667,5.02,5.02,87.1,8.28,4.81,1.72,-0.03
서진용,삼성,5.55,51,0,1,0,6,0.0,47,52,5,26,0,38,34,29,1.66,0,0,0,0,211,800,0.291,11,1,5,1,2,4,0,2024,47.0,4.55,4.55,78.9,7.28,4.98,1.46,0.24
송영진,삼성,5.8,26,5,10,0,0,0.333,99 1/3,112,10,51,1,67,74,64,1.641,0,0,3,0,456,1815,0.283,19,2,5,3,0,8,2,2024,99.33333333333333,4.65,4.65,75.5,6.07,4.62,1.31,0.4
이로운,삼성,5.95,63,1,3,1,9,0.25,56,67,4,43,3,41,43,37,1.964,0,0,0,1,277,1138,0.3,9,2,3,5,4,3,0,2024,56.0,5.05,5.05,73.6,6.59,6.91,0.95,-0.03
박시후,삼성,6.75,11,0,0,0,0,,14 2/3,18,1,7,2,11,11,11,1.705,0,0,0,0,70,259,0.295,1,0,0,0,0,0,0,2024,14.666666666666666,4.35,4.35,64.9,6.75,4.3,1.57,0.11
장지훈,삼성,6.75,18,0,0,0,0,,21 1/3,29,3,10,1,10,16,16,1.828,0,0,0,0,101,372,0.33,6,0,1,1,0,0,0,2024,21.333333333333332,5.56,5.56,64.9,4.22,4.22,1.0,-0.14
박종훈,삼성,6.94,10,1,4,0,0,0.2,35,37,7,21,8,34,28,27,1.657,0,0,1,0,164,662,0.276,7,0,0,1,0,3,0,2024,35.0,6.26,6.26,63.1,8.74,5.4,1.62,-0.51
백승건,삼성,7.71,10,0,0,0,0,,9 1/3,13,2,9,0,5,9,8,2.357,0,0,0,0,51,203,0.317,2,0,0,1,0,1,0,2024,9.333333333333334,7.73,7.73,56.8,4.82,8.68,0.56,-0.29
최민준,삼성,7.78,32,1,0,0,0,1.0,39 1/3,61,9,24,3,40,36,34,2.161,0,0,0,0,202,782,0.353,9,1,2,0,1,1,0,2024,39.333333333333336,6.12,6.12,56.3,9.15,5.49,1.67,-0.5
고효준,삼성,8.18,26,2,1,0,5,0.667,22,23,4,20,1,27,21,20,1.955,0,0,0,1,109,482,0.271,4,0,1,2,1,2,0,2024,22.0,5.89,5.89,53.6,11.05,8.18,1.35,-0.22
김택형,삼성,9.0,6,0,1,0,0,0.0,7,10,1,6,1,1,7,7,2.286,0,0,0,0,37,130,0.333,1,0,0,0,1,1,1,2024,7.0,7.69,7.69,48.7,1.29,7.71,0.17,-0.22
이건욱,삼성,11.37,10,1,2,0,0,0.333,19,34,5,15,2,17,25,24,2.579,0,0,0,0,106,445,0.386,4,0,0,1,0,3,0,2024,19.0,7.44,7.44,38.5,8.05,7.11,1.13,-0.53
더거,삼성,12.71,6,0,3,0,0,0.0,22 2/3,37,2,10,3,18,33,32,2.074,0,0,1,0,116,457,0.366,7,3,0,2,0,0,0,2024,22.666666666666668,4.4,4.4,34.5,7.15,3.97,1.8,0.16
신헌민,삼성,18.0,3,0,0,0,0,,3,7,2,3,1,0,7,6,,0,0,0,0,18,53,0.538,2,0,0,1,0,0,0,2024,3.0,,,,,,,
남지민,한화,0.0,2,0,0,0,0,,4,2,0,2,1,3,0,0,,0,0,0,0,17,70,0.143,1,0,0,0,0,1,0,2024,4.0,,,,,,,
김민우,한화,2.19,3,1,0,0,0,1.0,12 1/3,7,2,6,0,13,3,3,1.054,0,0,1,0,49,186,0.163,0,0,0,0,0,0,0,2024,12.333333333333334,4.58,4.58,194.1,9.49,4.38,2.17,0.06
주현상,한화,2.65,65,8,4,23,2,0.667,71 1/3,52,9,8,1,64,22,21,0.841,0,0,0,6,267,1074,0.206,8,2,4,1,0,1,0,2024,71.33333333333333,3.34,3.34,160.4,8.07,1.01,8.0,1.32
김승일,한화,3.0,3,0,0,0,0,,3,4,0,0,1,2,1,1,,0,0,0,0,13,54,0.333,1,0,0,0,0,1,0,2024,3.0,,,,,,,
장민재,한화,3.1,26,1,1,0,0,0.5,29,46,2,7,1,17,10,10,1.828,0,0,0,0,138,509,0.362,7,0,2,1,0,5,0,2024,29.0,3.67,3.67,137.1,5.28,2.17,2.43,0.43
와이스,한화,3.73,16,5,5,0,0,0.5,91 2/3,77,8,29,3,98,43,38,1.156,0,0,11,0,384,1463,0.223,13,5,3,3,0,6,0,2024,91.66666666666667,3.16,3.16,113.9,9.62,2.85,3.38,1.87
김서현,한화,3.76,37,1,2,0,10,0.333,38 1/3,31,0,32,4,43,20,16,1.643,0,0,0,1,178,699,0.22,6,2,1,0,0,3,0,2024,38.333333333333336,3.69,3.69,113.0,10.1,7.51,1.34,0.56
이민우,한화,3.76,64,2,1,1,10,0.667,55,56,5,23,1,49,25,23,1.436,0,0,0,2,235,989,0.277,10,2,4,5,0,1,0,2024,55.0,3.83,3.83,113.0,8.02,3.76,2.13,0.72
이충호,한화,3.86,3,0,0,0,0,,2 1/3,4,0,3,0,3,1,1,,0,0,0,0,13,45,0.4,1,0,0,0,0,0,0,2024,2.3333333333333335,,,,,,,
류현진,한화,3.87,28,10,8,0,0,0.556,158 1/3,182,12,33,3,135,78,68,1.358,0,0,16,0,679,2599,0.287,22,1,4,4,0,1,0,2024,158.33333333333334,3.08,3.08,109.8,7.67,1.88,4.09,3.38
산체스,한화,4.22,11,2,3,0,0,0.4,53 1/3,60,2,21,10,56,28,25,1.519,0,0,2,0,245,960,0.283,9,1,1,1,1,2,1,2024,53.333333333333336,3.25,3.25,100.7,9.45,3.54,2.67,1.04
박상원,한화,4.59,65,3,3,2,16,0.5,66 2/3,57,2,22,7,65,38,34,1.185,0,0,0,2,278,1115,0.232,18,0,1,2,0,8,0,2024,66.66666666666667,2.86,2.86,92.6,8.78,2.97,2.95,1.59
한승혁,한화,5.03,70,5,5,0,19,0.5,62 2/3,63,2,38,6,64,39,35,1.612,0,0,0,5,289,1210,0.264,7,1,3,3,2,6,0,2024,62.666666666666664,3.6,3.6,84.5,9.19,5.46,1.68,0.97
장시환,한화,5.13,30,2,2,0,2,0.5,33 1/3,34,3,22,1,28,27,19,1.68,0,0,0,0,156,640,0.266,6,1,3,2,0,0,0,2024,33.333333333333336,4.68,4.68,82.8,7.56,5.94,1.27,0.12
바리아,한화,5.15,20,6,7,0,0,0.462,92 2/3,114,10,18,0,83,58,53,1.424,0,0,3,0,405,1602,0.299,20,1,2,3,0,6,0,2024,92.66666666666667,3.31,3.31,82.5,8.06,1.75,4.61,1.74
문동주,한화,5.17,21,7,7,0,0,0.5,111 1/3,148,14,38,4,96,71,64,1.671,0,0,7,0,502,1899,0.327,25,3,5,2,1,8,1,2024,111.33333333333333,4.16,4.16,82.2,7.76,3.07,2.53,1.04
김범수,한화,5.29,39,0,0,0,4,,34,33,11,20,5,38,20,20,1.559,0,0,0,1,157,669,0.254,2,0,1,1,1,3,0,2024,34.0,7.3,7.3,80.3,10.06,5.29,1.9,-0.87
황준서,한화,5.38,36,2,8,0,1,0.2,72,80,9,51,5,70,44,43,1.819,0,0,1,0,341,1412,0.287,16,0,2,4,0,3,1,2024,72.0,5.13,5.13,79.0,8.75,6.38,1.37,-0.1
이상규,한화,5.63,21,1,4,0,0,0.2,32,39,5,15,1,27,20,20,1.688,0,0,0,1,149,614,0.298,7,1,2,0,1,1,0,2024,32.0,4.96,4.96,75.5,7.59,4.22,1.8,0.01
페냐,한화,6.27,9,3,5,0,0,0.375,37 1/3,41,6,20,0,29,28,26,1.634,0,0,2,0,171,702,0.275,6,0,0,2,0,1,0,2024,37.333333333333336,5.26,5.26,67.8,6.99,4.82,1.45,-0.11
조동욱,한화,6.37,21,1,2,0,0,0.333,41,57,5,14,6,32,34,29,1.732,0,0,1,0,198,754,0.331,10,0,2,4,0,1,1,2024,41.0,4.61,4.61,66.7,7.02,3.07,2.29,0.18
김기중,한화,6.56,27,5,4,0,0,0.556,59,83,8,27,6,39,44,43,1.864,0,0,1,0,286,1090,0.333,12,1,1,3,0,2,0,2024,59.0,5.24,5.24,64.8,5.95,4.12,1.44,-0.16
김규연,한화,7.02,58,1,0,0,4,1.0,59,66,6,28,4,40,50,46,1.593,0,0,0,1,270,1029,0.287,10,1,5,3,1,3,0,2024,59.0,4.71,4.71,60.5,6.1,4.27,1.43,0.19
윤대경,한화,10.57,7,0,0,0,0,,7 2/3,10,1,6,1,7,9,9,2.087,0,0,0,0,40,149,0.345,3,0,0,4,1,0,0,2024,7.666666666666667,5.73,5.73,40.2,8.22,7.04,1.17,-0.06
장유호,한화,10.93,13,0,0,0,0,,14,23,0,10,2,11,18,17,2.357,0,0,0,0,75,284,0.365,5,2,0,0,2,2,0,2024,14.0,4.12,4.12,38.9,7.07,6.43,1.1,0.14
한승주,한화,11.45,18,0,2,0,0,0.0,22,45,2,10,3,14,31,28,2.5,0,0,0,0,120,457,0.433,6,1,2,1,0,1,0,2024,22.0,4.8,4.8,37.1,5.73,4.09,1.4,0.05
이태양,한화,11.57,10,0,2,0,0,0.0,9 1/3,17,4,2,0,2,13,12,2.036,0,0,0,0,48,180,0.37,3,0,0,0,0,0,0,2024,9.333333333333334,8.91,8.91,36.7,1.93,1.93,1.0,-0.41
배민서,한화,16.2,1,0,0,0,0,,1 2/3,4,0,3,0,1,3,3,,0,0,0,0,11,41,0.5,1,0,0,0,0,0,0,2024,1.6666666666666665,,,,,,,
조상우,키움,3.18,44,0,1,6,9,0.0,39 2/3,40,2,20,0,36,17,14,1.513,0,0,0,2,171,652,0.272,6,0,2,2,1,1,0,2024,39.666666666666664,3.47,3.47,132.3,8.17,4.54,1.8,0.67
후라도,키움,3.36,30,10,8,0,0,0.556,190 1/3,185,19,32,9,169,78,71,1.14,0,0,23,0,779,2894,0.254,27,4,7,4,0,3,1,2024,190.33333333333334,3.29,3.29,125.2,7.99,1.51,5.28,3.58
