선수명,팀,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,시즌,BABIP,ISO,wOBA,wRC+,OPS+,bWAR
황재균,KT,0.26,137,536,493,60,128,22,0,13,189,58,5,2,34,0,2,95,16,0.383,0.309,0.692,2024,0.297,0.123,0.301,90.0,90.8,2.59
문상철,KT,0.256,125,403,347,50,89,11,0,17,151,58,1,3,45,2,7,86,8,0.435,0.351,0.786,2024,0.291,0.179,0.339,119.3,117.1,3.28
안치영,KT,0.25,31,48,44,12,11,0,0,0,11,3,2,0,2,0,0,12,0,0.25,0.283,0.533,2024,0.344,0.0,0.239,42.3,49.0,-0.03
조용호,KT,0.248,60,165,149,17,37,5,0,0,42,13,3,0,13,0,0,25,5,0.282,0.309,0.591,2024,0.298,0.034,0.266,63.0,65.3,0.3
오재일,KT,0.243,105,343,296,33,72,18,1,11,125,45,0,9,36,0,2,88,7,0.422,0.321,0.743,2024,0.296,0.179,0.317,102.3,104.4,2.13
김준태,KT,0.24,23,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0.32,0.367,0.687,2024,0.316,0.08,0.314,100.0,93.1,0.18
정준영,KT,0.226,43,74,62,9,14,2,0,0,16,3,3,0,8,0,1,16,1,0.258,0.324,0.582,2024,0.304,0.032,0.27,66.1,63.9,0.16
권동진,KT,0.222,9,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0.222,0.3,0.522,2024,,,,,,
홍현빈,KT,0.222,28,22,18,5,4,0,1,0,6,2,1,0,3,0,0,7,0,0.333,0.333,0.666,2024,0.364,0.111,0.298,87.7,85.7,0.1
박민석,KT,0.214,20,14,14,6,3,0,0,0,3,0,0,0,0,0,0,7,0,0.214,0.214,0.428,2024,,,,,,
송민섭,KT,0.214,36,20,14,8,3,0,0,0,3,1,1,0,3,0,2,6,0,0.214,0.421,0.635,2024,0.375,0.0,0.322,106.2,83.3,0.13
안현민,KT,0.2,16,29,25,5,5,0,1,1,10,2,0,1,2,0,1,10,0,0.4,0.276,0.676,2024,0.267,0.2,0.286,78.4,84.7,0.1
윤준혁,KT,0.176,13,18,17,3,3,2,0,0,5,0,0,0,1,0,0,6,0,0.294,0.222,0.516,2024,,,,,,
이호연,KT,0.146,27,43,41,3,6,1,0,0,7,0,1,0,1,0,0,12,2,0.171,0.167,0.338,2024,0.207,0.025,0.15,-26.3,-7.4,-0.35
김건형,KT,0.125,13,25,24,2,3,1,0,0,4,1,0,0,1,0,0,8,0,0.167,0.16,0.327,2024,0.188,0.042,0.147,-28.6,-10.6,-0.21
장준원,KT,0.071,17,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0.071,0.278,0.349,2024,,,,,,
강민성,KT,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,,,,,,
에레디아,SSG,0.36,136,591,541,82,195,31,1,21,291,118,0,9,28,3,13,73,12,0.538,0.399,0.937,2024,0.382,0.178,0.396,155.2,150.5,7.57
정준재,SSG,0.307,88,240,215,40,66,8,5,1,87,23,3,0,19,0,3,49,3,0.405,0.371,0.776,2024,0.394,0.098,0.339,113.4,110.2,1.89
박성한,SSG,0.301,137,564,489,78,147,24,0,10,201,67,3,6,64,3,2,86,11,0.411,0.38,0.791,2024,0.343,0.11,0.344,117.1,114.3,4.68
최정,SSG,0.291,129,550,468,93,136,27,2,37,278,107,0,7,55,1,20,114,10,0.594,0.384,0.978,2024,0.306,0.303,0.407,163.2,159.5,7.56
추신수,SSG,0.281,78,302,253,40,71,14,1,5,102,37,2,6,37,0,4,68,2,0.403,0.373,0.776,2024,0.355,0.122,0.339,113.4,110.3,2.37
이지영,SSG,0.279,123,432,398,45,111,11,1,5,139,50,7,2,18,0,7,35,10,0.349,0.32,0.669,2024,0.294,0.07,0.294,80.5,81.5,1.71
박지환,SSG,0.276,76,249,228,33,63,9,2,4,88,21,3,3,12,0,3,61,3,0.386,0.317,0.703,2024,0.355,0.11,0.304,87.8,89.5,1.2
최지훈,SSG,0.275,125,543,483,89,133,22,7,11,202,49,6,2,50,0,2,71,5,0.418,0.345,0.763,2024,0.303,0.143,0.331,107.6,105.5,3.89
오태곤,SSG,0.275,117,288,247,43,68,16,0,9,111,36,6,3,31,2,1,73,4,0.449,0.355,0.804,2024,0.351,0.174,0.344,117.1,116.0,2.39
고명준,SSG,0.25,106,366,340,33,85,13,0,11,131,45,0,0,25,0,1,90,4,0.385,0.303,0.688,2024,0.31,0.135,0.299,84.1,85.0,1.61
하재훈,SSG,0.248,107,317,290,40,72,19,0,10,121,36,2,5,18,0,2,90,5,0.417,0.292,0.709,2024,0.318,0.169,0.302,86.3,89.4,1.47
조형우,SSG,0.242,19,38,33,4,8,0,0,0,8,4,0,0,1,0,4,6,0,0.242,0.342,0.584,2024,0.296,0.0,0.278,68.7,62.3,0.1
정현승,SSG,0.241,23,31,29,1,7,0,0,1,10,4,0,0,2,0,0,6,0,0.345,0.29,0.635,2024,0.273,0.104,0.279,69.5,71.5,0.08
최준우,SSG,0.24,18,34,25,2,6,2,0,0,8,5,0,0,9,0,0,8,0,0.32,0.441,0.761,2024,0.353,0.08,0.357,126.6,110.7,0.32
한유섬,SSG,0.235,132,523,464,64,109,29,0,24,210,87,1,3,46,3,9,142,2,0.453,0.314,0.767,2024,0.282,0.218,0.326,103.9,104.7,3.52
김성현,SSG,0.227,71,167,141,21,32,3,1,1,40,15,5,1,16,0,4,28,7,0.284,0.321,0.605,2024,0.274,0.057,0.276,67.3,66.2,0.4
신범수,SSG,0.222,11,29,27,4,6,3,0,0,9,2,0,0,1,0,1,5,0,0.333,0.276,0.609,2024,0.273,0.111,0.267,60.7,64.5,0.05
김민식,SSG,0.208,45,126,106,10,22,5,0,1,30,10,4,0,16,0,0,33,2,0.283,0.311,0.594,2024,0.292,0.075,0.272,64.3,62.9,0.26
강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0,3,0,0,5,0,0.185,0.267,0.452,2024,0.227,0.0,0.214,21.9,26.2,-0.09
안상현,SSG,0.171,37,75,70,3,12,1,0,0,13,2,1,0,4,0,0,14,0,0.186,0.216,0.402,2024,0.214,0.015,0.184,-0.1,11.2,-0.42
최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0,8,0,0,7,2,0.171,0.326,0.497,2024,0.214,0.0,0.25,48.2,40.5,0.01
최상민,SSG,0.167,43,13,12,9,2,2,0,0,4,1,0,0,0,0,1,5,0,0.333,0.231,0.564,2024,,,,,,
전의산,SSG,0.088,34,63,57,3,5,0,0,1,8,3,0,1,5,0,0,15,3,0.14,0.159,0.299,2024,0.095,0.052,0.142,-30.9,-16.9,-0.58
김찬형,SSG,0.0,5,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,2024,,,,,,
김창평,SSG,0.0,6,9,7,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0.0,0.222,0.222,2024,,,,,,
류효승,SSG,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,,,,,,
문승원,SSG,0.0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
최민창,SSG,0.0,7,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
현원회,SSG,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
박영빈,NC,0.5,19,7,6,3,3,2,0,0,5,1,0,0,1,0,0,3,0,0.833,0.571,1.404,2024,,,,,,
박건우,NC,0.344,89,362,323,58,111,23,1,13,175,53,0,2,33,3,4,54,7,0.542,0.409,0.951,2024,0.38,0.198,0.402,169.5,164.1,4.94
박민우,NC,0.328,121,528,457,75,150,26,2,8,204,50,4,4,54,4,9,79,5,0.446,0.406,0.852,2024,0.38,0.118,0.369,143.9,138.6,5.7
김한별,NC,0.318,40,50,44,8,14,1,0,0,15,3,0,0,2,0,4,9,2,0.341,0.4,0.741,2024,0.4,0.023,0.337,119.0,109.9,0.4
데이비슨,NC,0.306,131,567,504,90,154,25,1,46,319,119,0,7,39,5,17,142,12,0.633,0.37,1.003,2024,0.334,0.327,0.414,178.9,174.9,8.33
권희동,NC,0.3,123,511,416,66,125,22,1,13,188,77,2,6,77,1,10,63,10,0.452,0.417,0.869,2024,0.324,0.152,0.378,150.9,143.7,5.91
안중열,NC,0.286,10,25,21,5,6,1,0,2,13,4,0,1,3,0,0,7,0,0.619,0.36,0.979,2024,0.308,0.333,0.398,166.4,168.2,0.33
손아섭,NC,0.285,84,355,333,45,95,16,0,7,132,50,2,4,16,0,0,65,1,0.396,0.314,0.71,2024,0.332,0.111,0.306,94.8,96.7,1.89
서호철,NC,0.285,141,567,512,68,146,19,3,10,201,61,6,3,30,0,16,101,15,0.393,0.342,0.735,2024,0.337,0.108,0.321,106.5,104.8,3.76
천재환,NC,0.284,89,236,215,31,61,9,1,5,87,33,3,1,13,0,4,52,7,0.405,0.335,0.74,2024,0.352,0.121,0.321,106.5,105.6,1.56
최정원,NC,0.282,65,155,131,33,37,5,0,1,45,14,1,2,17,0,4,34,1,0.344,0.377,0.721,2024,0.367,0.062,0.324,108.8,103.4,1.07
박세혁,NC,0.264,82,171,148,21,39,9,0,1,51,10,5,1,14,0,3,43,3,0.345,0.337,0.682,2024,0.362,0.081,0.303,92.5,90.9,0.87
김휘집,NC,0.258,140,562,488,78,126,24,1,16,200,73,4,8,52,1,10,119,16,0.41,0.337,0.747,2024,0.305,0.152,0.323,108.1,107.5,3.82
김주원,NC,0.252,134,475,385,61,97,18,2,9,146,49,9,5,51,1,25,111,5,0.379,0.371,0.75,2024,0.326,0.127,0.334,116.6,110.4,3.68
한석현,NC,0.247,40,76,73,10,18,4,1,0,24,3,0,0,2,0,1,22,2,0.329,0.276,0.605,2024,0.353,0.082,0.263,61.4,67.5,0.12
박시원,NC,0.234,55,158,141,17,33,5,1,2,46,17,2,1,14,0,0,46,2,0.326,0.301,0.627,2024,0.33,0.092,0.277,72.3,74.7,0.45
김수윤,NC,0.222,9,10,9,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0.222,0.3,0.522,2024,,,,,,
한재환,NC,0.222,7,9,9,1,2,1,0,0,3,1,0,0,0,0,0,3,0,0.333,0.222,0.555,2024,,,,,,
도태훈,NC,0.214,100,181,145,20,31,4,0,0,35,15,4,2,24,0,6,29,5,0.241,0.345,0.586,2024,0.263,0.027,0.279,73.8,66.9,0.54
김성욱,NC,0.204,129,412,358,55,73,8,2,17,136,60,3,5,31,0,15,79,7,0.38,0.291,0.671,2024,0.21,0.176,0.292,83.9,85.3,1.69
송승환,NC,0.2,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.2,0.2,0.4,2024,,,,,,
오영수,NC,0.2,20,34,30,4,6,0,0,3,15,5,0,1,2,0,1,6,0,0.5,0.265,0.765,2024,0.136,0.3,0.316,102.6,107.6,0.21
김형준,NC,0.195,119,414,354,39,69,12,0,17,132,50,7,6,45,0,2,144,6,0.373,0.285,0.658,2024,0.261,0.178,0.286,79.3,81.6,1.49
박한결,NC,0.185,28,71,65,8,12,1,0,7,34,14,0,0,6,0,0,29,1,0.523,0.254,0.777,2024,0.172,0.338,0.323,108.1,110.0,0.48
김범준,NC,0.0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,2024,,,,,,
김세훈,NC,0.0,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.0,0.2,0.2,2024,,,,,,
신용석,NC,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2024,,,,,,
류현준,두산,0.667,2,3,3,0,2,1,0,0,3,1,0,0,0,0,0,0,0,1.0,0.667,1.667,2024,,,,,,
여동건,두산,0.4,9,11,10,2,4,0,0,0,4,0,0,0,1,0,0,2,0,0.4,0.455,0.855,2024,,,,,,
전다민,두산,0.333,25,34,27,10,9,2,0,0,11,1,0,0,7,0,0,8,0,0.407,0.471,0.878,2024,0.474,0.074,0.394,149.3,136.5,0.42
제러드,두산,0.326,38,169,144,29,47,16,1,10,95,39,0,1,21,0,3,35,0,0.66,0.42,1.08,2024,0.37,0.334,0.447,187.0,180.8,2.88
양의지,두산,0.314,119,485,430,57,135,18,1,17,206,94,0,6,40,5,9,56,13,0.479,0.379,0.858,2024,0.325,0.165,0.365,128.7,126.6,4.83
허경민,두산,0.309,115,477,417,69,129,28,0,7,178,61,0,6,36,0,18,25,8,0.427,0.384,0.811,2024,0.312,0.118,0.353,120.1,115.9,4.25
라모스,두산,0.305,80,348,311,43,95,19,3,10,150,48,1,6,27,1,3,60,5,0.482,0.36,0.842,2024,0.344,0.177,0.357,123.0,121.8,3.22
김재호,두산,0.302,57,154,126,20,38,5,0,1,46,11,7,1,19,0,1,23,4,0.365,0.395,0.76,2024,0.359,0.063,0.34,110.9,104.7,1.2
홍성호,두산,0.286,15,15,14,0,4,2,0,0,6,1,0,0,1,0,0,7,0,0.429,0.333,0.762,2024,,,,,,
정수빈,두산,0.284,136,608,510,95,145,21,3,4,184,47,10,8,71,1,9,72,8,0.361,0.376,0.737,2024,0.319,0.077,0.328,102.4,98.2,4.1
김재환,두산,0.283,136,552,474,78,134,28,0,29,249,92,0,9,63,3,6,168,8,0.525,0.368,0.893,2024,0.367,0.242,0.375,135.8,134.2,5.97
강승호,두산,0.28,140,566,521,81,146,34,7,18,248,81,2,4,32,4,7,158,8,0.476,0.328,0.804,2024,0.367,0.196,0.339,110.2,111.1,4.36
김기연,두산,0.278,95,283,252,31,70,10,0,5,95,31,4,3,22,0,2,47,5,0.377,0.337,0.714,2024,0.32,0.099,0.312,91.0,90.6,1.52
이유찬,두산,0.277,103,262,231,39,64,11,0,3,84,23,7,1,22,0,1,51,9,0.364,0.341,0.705,2024,0.343,0.087,0.311,90.3,88.7,1.38
조수행,두산,0.265,130,382,328,60,87,5,2,0,96,30,14,4,33,1,3,53,2,0.293,0.334,0.627,2024,0.312,0.028,0.282,69.6,70.1,1.05
윤준호,두산,0.25,3,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0.25,0.25,0.5,2024,,,,,,
장규빈,두산,0.25,3,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.25,0.5,2024,,,,,,
전민재,두산,0.246,100,276,248,34,61,5,1,2,74,32,4,3,17,1,4,53,8,0.298,0.301,0.599,2024,0.301,0.052,0.266,58.2,61.7,0.38
양석환,두산,0.246,142,593,533,83,131,25,1,34,260,107,1,3,49,1,7,128,15,0.488,0.316,0.804,2024,0.259,0.242,0.34,110.9,110.4,4.62
박준영,두산,0.226,65,212,186,25,42,9,2,7,76,28,1,1,21,0,3,58,3,0.409,0.313,0.722,2024,0.287,0.183,0.312,91.0,91.1,1.14
서예일,두산,0.222,24,20,18,2,4,0,0,0,4,1,0,0,2,0,0,5,0,0.222,0.3,0.522,2024,0.308,0.0,0.244,42.6,43.7,-0.01
김민혁,두산,0.2,5,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0.8,0.5,1.3,2024,,,,,,
박계범,두산,0.2,24,20,15,5,3,1,0,0,4,0,0,0,5,0,0,7,2,0.267,0.4,0.667,2024,0.375,0.067,0.321,97.4,83.2,0.12
안승한,두산,0.2,4,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.2,0.2,0.4,2024,,,,,,
장승현,두산,0.2,9,23,20,1,4,2,0,0,6,0,1,0,2,0,0,5,0,0.3,0.273,0.573,2024,0.267,0.1,0.255,50.4,54.1,0.01
김인태,두산,0.174,10,26,23,3,4,0,0,1,7,2,0,1,2,0,0,7,1,0.304,0.231,0.535,2024,0.188,0.13,0.231,33.3,42.8,-0.04
김대한,두산,0.133,61,89,75,10,10,1,0,1,14,7,2,2,8,0,2,26,1,0.187,0.23,0.417,2024,0.18,0.054,0.197,9.2,15.2,-0.41
양찬열,두산,0.125,11,12,8,2,1,0,0,0,1,1,0,0,4,0,0,1,0,0.125,0.417,0.542,2024,,,,,,
김태근,두산,0.087,43,27,23,7,2,0,0,0,2,1,1,0,0,0,3,10,0,0.087,0.192,0.279,2024,0.154,0.0,0.15,-24.3,-19.2,-0.23
권휘,두산,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
박민준,두산,0.0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,2024,,,,,,
오명진,두산,0.0,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,0.5,0.5,2024,,,,,,
임종성,두산,0.0,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.25,0.25,2024,,,,,,
윤도현,KIA,0.407,6,27,27,5,11,2,0,1,16,8,0,0,0,0,0,9,0,0.593,0.407,1.0,2024,0.588,0.186,0.426,175.4,164.5,0.41
김두현,KIA,0.4,3,6,5,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0.4,0.5,0.9,2024,,,,,,
김도영,KIA,0.347,141,625,544,143,189,29,10,38,352,109,1,7,66,7,7,110,10,0.647,0.42,1.067,2024,0.375,0.3,0.44,185.6,181.2,10.35
김선빈,KIA,0.329,116,466,423,48,139,23,0,9,189,57,7,0,30,0,5,39,13,0.447,0.38,0.827,2024,0.347,0.118,0.359,126.8,121.8,4.44
서건창,KIA,0.31,94,248,203,40,63,14,1,1,82,26,3,3,36,0,3,31,2,0.404,0.416,0.82,2024,0.356,0.094,0.363,129.7,122.2,2.45
소크라테스,KIA,0.31,140,602,552,92,171,30,3,26,285,97,0,5,41,4,4,91,7,0.516,0.359,0.875,2024,0.33,0.206,0.369,134.1,132.0,6.26
박정우,KIA,0.308,66,69,65,17,20,3,1,0,25,11,0,0,4,0,0,14,3,0.385,0.348,0.733,2024,0.392,0.077,0.319,97.8,97.5,0.42
박찬호,KIA,0.307,134,577,515,86,158,24,1,5,199,61,7,6,48,1,1,44,9,0.386,0.363,0.749,2024,0.324,0.079,0.327,103.6,102.2,3.9
한준수,KIA,0.307,115,316,287,39,88,22,0,7,131,41,0,6,21,1,2,48,7,0.456,0.351,0.807,2024,0.34,0.149,0.343,115.2,115.3,2.57
변우혁,KIA,0.304,69,187,168,22,51,9,2,5,79,21,0,1,16,0,2,48,8,0.47,0.369,0.839,2024,0.397,0.166,0.36,127.5,124.0,1.8
홍종표,KIA,0.295,100,115,105,27,31,4,3,0,41,11,3,0,6,0,1,31,0,0.39,0.339,0.729,2024,0.419,0.095,0.317,96.4,96.1,0.68
최원준,KIA,0.292,136,508,438,75,128,23,3,9,184,56,7,5,50,0,8,66,6,0.42,0.371,0.791,2024,0.323,0.128,0.345,116.7,112.7,4.23
나성범,KIA,0.291,102,424,374,51,109,17,1,21,191,80,0,7,38,1,4,98,8,0.511,0.357,0.868,2024,0.336,0.22,0.366,131.9,130.2,4.3
이우성,KIA,0.288,112,449,399,56,115,16,1,9,160,54,0,3,44,0,3,89,17,0.401,0.361,0.762,2024,0.349,0.113,0.333,108.0,105.2,3.27
오선우,KIA,0.286,3,7,7,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0.286,0.286,0.572,2024,,,,,,
황대인,KIA,0.286,3,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0.429,0.286,0.715,2024,,,,,,
최형우,KIA,0.28,116,487,425,67,119,23,2,22,212,109,0,5,52,4,5,86,5,0.499,0.361,0.86,2024,0.301,0.219,0.363,129.7,128.5,4.81
박민,KIA,0.276,16,30,29,5,8,4,0,0,12,2,0,0,1,0,0,7,0,0.414,0.3,0.714,2024,0.364,0.138,0.305,87.7,90.2,0.15
한승택,KIA,0.273,20,15,11,2,3,0,0,0,3,2,0,0,4,0,0,1,0,0.273,0.467,0.74,2024,,,,,,
김태군,KIA,0.264,105,270,235,24,62,7,0,7,90,34,11,1,12,0,11,24,14,0.383,0.328,0.711,2024,0.268,0.119,0.312,92.7,91.1,1.47
이창진,KIA,0.262,103,247,191,36,50,10,0,1,63,18,5,4,45,0,2,36,6,0.33,0.401,0.731,2024,0.31,0.068,0.334,108.7,100.1,1.82
고종욱,KIA,0.25,28,36,32,3,8,2,0,1,13,4,0,0,4,0,0,6,2,0.406,0.333,0.739,2024,0.28,0.156,0.322,100.0,98.1,0.23
김규성,KIA,0.25,27,15,12,5,3,1,0,0,4,2,1,0,2,0,0,4,0,0.333,0.357,0.69,2024,,,,,,
