선수명,팀,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,시즌,BABIP,ISO,wOBA,wRC+,OPS+,bWAR
예진원,KIA,0.211,22,21,19,2,4,1,0,0,5,0,0,0,2,0,0,8,1,0.263,0.286,0.549,2024,0.364,0.052,0.249,47.0,50.2,0.0
최정용,KIA,0.182,6,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0.182,0.25,0.432,2024,,,,,,
김호령,KIA,0.136,64,67,59,12,8,2,0,1,13,4,0,0,8,0,0,25,1,0.22,0.239,0.459,2024,0.212,0.084,0.214,21.7,26.0,-0.2
강성우,롯데,0.5,2,3,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,1.0,2024,,,,,,
이인한,롯데,0.5,5,5,4,0,2,0,0,0,2,2,0,0,0,0,1,1,0,0.5,0.6,1.1,2024,,,,,,
레이예스,롯데,0.352,144,632,574,88,202,40,3,15,293,111,0,11,46,2,1,82,16,0.51,0.394,0.904,2024,0.383,0.158,0.383,142.8,139.5,7.3
이호준,롯데,0.333,12,7,6,5,2,1,1,0,5,3,0,0,1,0,0,1,0,0.833,0.429,1.262,2024,,,,,,
황성빈,롯데,0.32,125,406,366,94,117,15,8,4,160,26,6,1,31,0,2,56,3,0.437,0.375,0.812,2024,0.368,0.117,0.352,120.6,116.8,3.6
손호영,롯데,0.317,102,430,398,70,126,26,4,18,214,78,1,5,17,2,9,65,6,0.538,0.354,0.892,2024,0.338,0.221,0.374,136.4,134.4,4.64
나승엽,롯데,0.312,121,489,407,59,127,35,4,7,191,66,2,7,69,1,4,83,4,0.469,0.411,0.88,2024,0.37,0.157,0.379,140.0,134.9,5.49
고승민,롯데,0.308,120,532,481,79,148,27,6,14,229,87,1,8,41,0,1,78,10,0.476,0.358,0.834,2024,0.338,0.168,0.355,122.7,121.0,4.86
이정훈,롯데,0.3,65,116,100,10,30,8,0,0,38,18,1,2,13,1,0,21,4,0.38,0.374,0.754,2024,0.37,0.08,0.328,103.3,103.0,0.79
윤동희,롯데,0.293,141,613,532,97,156,35,4,14,241,85,2,5,67,1,7,114,10,0.453,0.376,0.829,2024,0.347,0.16,0.358,124.9,120.8,5.76
전준우,롯데,0.293,109,483,423,57,124,26,2,17,205,82,1,5,49,0,5,84,11,0.485,0.369,0.854,2024,0.327,0.192,0.365,129.9,126.3,4.83
정훈,롯데,0.267,109,325,285,31,76,20,0,9,123,47,1,4,35,0,0,63,3,0.432,0.343,0.775,2024,0.309,0.165,0.333,106.9,106.2,2.35
이학주,롯데,0.263,43,105,95,13,25,2,2,2,37,4,2,0,6,0,2,44,0,0.389,0.32,0.709,2024,0.469,0.126,0.309,89.7,89.3,0.54
박승욱,롯데,0.262,139,468,405,57,106,19,1,7,148,53,3,3,47,3,10,120,7,0.365,0.351,0.716,2024,0.352,0.103,0.315,94.0,92.8,2.65
한동희,롯데,0.257,14,36,35,1,9,2,0,0,11,3,0,0,1,1,0,9,1,0.314,0.278,0.592,2024,0.346,0.057,0.246,44.4,59.3,-0.01
최항,롯데,0.25,72,143,132,17,33,3,1,0,38,12,0,0,10,0,1,32,3,0.288,0.308,0.596,2024,0.33,0.038,0.267,59.5,62.0,0.22
정보근,롯데,0.226,89,140,133,9,30,0,1,2,38,7,4,0,3,0,0,31,5,0.286,0.243,0.529,2024,0.28,0.06,0.23,32.9,42.5,-0.24
노진혁,롯데,0.219,73,157,137,13,30,6,0,2,42,13,2,2,15,1,1,39,1,0.307,0.297,0.604,2024,0.286,0.088,0.266,58.8,63.3,0.22
김민석,롯데,0.211,41,83,76,14,16,3,1,0,21,6,1,0,2,0,4,20,4,0.276,0.268,0.544,2024,0.286,0.065,0.244,43.0,47.5,-0.04
김동혁,롯데,0.2,39,17,15,8,3,0,1,0,5,1,0,0,2,0,0,5,0,0.333,0.294,0.627,2024,,,,,,
김민성,롯데,0.2,35,84,70,6,14,5,0,2,25,8,0,1,10,0,3,18,1,0.357,0.321,0.678,2024,0.235,0.157,0.302,84.7,82.1,0.38
오선진,롯데,0.2,26,29,20,0,4,1,0,0,5,0,5,0,2,0,2,8,0,0.25,0.333,0.583,2024,0.333,0.05,0.278,67.4,60.4,0.07
손성빈,롯데,0.197,86,171,152,24,30,6,2,6,58,21,1,2,13,0,3,38,3,0.382,0.271,0.653,2024,0.218,0.185,0.281,69.6,73.3,0.47
유강남,롯데,0.191,52,155,136,11,26,3,0,5,44,20,2,1,9,0,7,25,4,0.324,0.275,0.599,2024,0.196,0.133,0.266,58.8,60.8,0.22
이주찬,롯데,0.167,17,25,24,7,4,1,0,1,8,2,0,0,1,0,0,9,1,0.333,0.2,0.533,2024,0.214,0.166,0.228,31.5,41.0,-0.05
신윤후,롯데,0.161,39,35,31,5,5,0,0,0,5,1,1,0,1,0,2,8,1,0.161,0.235,0.396,2024,0.217,0.0,0.191,4.9,10.7,-0.18
장두성,롯데,0.156,71,37,32,23,5,0,0,0,5,1,0,0,3,0,2,9,2,0.156,0.27,0.426,2024,0.217,0.0,0.212,20.0,19.8,-0.12
서동욱,롯데,0.115,33,27,26,2,3,1,0,0,4,0,0,0,0,0,1,8,1,0.154,0.148,0.302,2024,0.167,0.039,0.137,-33.9,-16.5,-0.26
강승구,롯데,0.0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
강태율,롯데,0.0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,2024,,,,,,
백두산,롯데,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
정대선,롯데,0.0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2024,,,,,,
구자욱,삼성,0.343,129,568,493,92,169,39,1,33,309,115,2,6,55,4,12,73,6,0.627,0.417,1.044,2024,0.346,0.284,0.434,192.4,186.4,9.29
카디네스,삼성,0.333,7,25,24,2,8,2,0,2,16,5,0,0,1,0,0,6,1,0.667,0.36,1.027,2024,0.375,0.334,0.428,187.8,178.6,0.4
김지찬,삼성,0.316,135,535,453,102,143,16,3,3,174,36,12,1,60,2,9,40,5,0.384,0.405,0.789,2024,0.341,0.068,0.351,128.5,121.2,4.91
강민호,삼성,0.303,136,452,403,48,122,19,1,19,200,77,0,6,35,2,8,52,17,0.496,0.365,0.861,2024,0.305,0.193,0.365,139.3,137.0,4.69
김헌곤,삼성,0.302,117,311,281,43,85,8,1,9,122,34,4,1,22,0,3,50,5,0.434,0.358,0.792,2024,0.341,0.132,0.344,123.1,119.1,2.66
맥키넌,삼성,0.294,72,315,272,28,80,13,0,4,105,36,0,3,39,3,1,33,6,0.386,0.381,0.767,2024,0.319,0.092,0.336,117.0,114.2,2.48
윤정빈,삼성,0.286,69,188,161,26,46,4,1,7,73,20,0,2,22,0,3,47,1,0.453,0.378,0.831,2024,0.358,0.167,0.36,135.4,130.2,1.87
디아즈,삼성,0.282,29,118,110,14,31,5,0,7,57,19,0,0,6,0,2,25,2,0.518,0.331,0.849,2024,0.308,0.236,0.36,135.4,131.8,1.17
이재현,삼성,0.26,109,458,389,71,101,18,1,14,163,66,0,3,58,1,8,83,8,0.419,0.365,0.784,2024,0.295,0.159,0.342,121.6,117.5,3.84
류지혁,삼성,0.258,100,348,302,43,78,9,1,3,98,36,5,2,33,0,6,70,7,0.325,0.341,0.666,2024,0.325,0.067,0.299,88.5,86.2,1.63
김영웅,삼성,0.252,126,509,456,65,115,16,3,28,221,79,1,4,45,0,3,155,2,0.485,0.321,0.806,2024,0.314,0.233,0.341,120.8,120.3,4.23
김민수,삼성,0.25,9,8,8,1,2,0,0,1,5,3,0,0,0,0,0,1,0,0.625,0.25,0.875,2024,,,,,,
이병헌,삼성,0.248,95,166,145,9,36,4,0,1,43,9,2,0,17,0,2,48,0,0.297,0.335,0.632,2024,0.365,0.049,0.288,80.0,77.2,0.62
김성윤,삼성,0.243,32,89,74,15,18,4,0,0,22,6,3,2,9,0,1,16,1,0.297,0.326,0.623,2024,0.3,0.054,0.28,73.8,74.4,0.27
이성규,삼성,0.242,122,355,302,56,73,10,1,22,151,57,4,3,31,0,15,109,5,0.5,0.339,0.839,2024,0.293,0.258,0.357,133.1,129.8,3.44
김재상,삼성,0.238,35,91,84,13,20,4,0,2,30,12,1,1,5,0,0,23,0,0.357,0.278,0.635,2024,0.3,0.119,0.274,69.2,74.5,0.23
박병호,삼성,0.231,120,406,350,52,81,7,0,23,157,70,0,2,47,0,7,121,13,0.449,0.333,0.782,2024,0.279,0.218,0.337,117.7,115.0,3.23
전병우,삼성,0.225,58,128,111,17,25,5,0,5,45,14,0,2,14,0,1,42,3,0.405,0.313,0.718,2024,0.303,0.18,0.31,96.9,97.6,0.72
김현준,삼성,0.224,79,205,183,23,41,10,1,0,53,11,4,3,11,0,4,49,4,0.29,0.279,0.569,2024,0.299,0.066,0.252,52.3,57.9,0.12
안주형,삼성,0.218,82,166,142,24,31,2,0,0,33,8,12,0,11,0,1,39,3,0.232,0.279,0.511,2024,0.301,0.014,0.234,38.4,43.2,-0.16
김재성,삼성,0.2,10,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0.25,0.304,0.554,2024,0.267,0.05,0.257,56.1,55.6,0.02
김태훈,삼성,0.2,12,21,20,2,4,1,0,0,5,1,0,0,0,0,1,3,1,0.25,0.238,0.488,2024,0.235,0.05,0.218,26.1,34.9,-0.05
이창용,삼성,0.19,9,21,21,1,4,1,0,0,5,2,0,0,0,0,0,4,0,0.238,0.19,0.428,2024,0.235,0.048,0.184,-0.1,16.8,-0.11
김재혁,삼성,0.184,35,54,49,6,9,2,1,0,13,6,0,2,3,0,0,19,2,0.265,0.222,0.487,2024,0.281,0.081,0.21,19.9,33.6,-0.16
양도근,삼성,0.174,16,29,23,5,4,0,1,0,6,2,1,0,5,0,0,8,0,0.261,0.321,0.582,2024,0.267,0.087,0.272,67.7,63.7,0.07
김동엽,삼성,0.111,8,21,18,1,2,1,0,0,3,2,0,1,1,1,1,5,0,0.167,0.19,0.357,2024,0.143,0.056,0.142,-32.5,-1.2,-0.19
김동진,삼성,0.108,30,42,37,5,4,0,0,1,7,2,2,0,3,0,0,10,1,0.189,0.175,0.364,2024,0.115,0.081,0.167,-13.2,-0.3,-0.28
강한울,삼성,0.095,18,25,21,1,2,0,0,0,2,1,3,1,0,0,0,6,1,0.095,0.091,0.186,2024,0.125,0.0,0.08,-80.2,-50.5,-0.36
공민규,삼성,0.071,12,17,14,1,1,0,0,1,4,2,0,0,1,0,2,9,1,0.286,0.235,0.521,2024,,,,,,
김호진,삼성,0.069,26,32,29,4,2,0,0,0,2,3,0,1,1,0,1,11,1,0.069,0.125,0.194,2024,0.105,0.0,0.098,-66.3,-46.4,-0.41
김도환,삼성,0.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
류승민,삼성,0.0,5,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0.0,0.667,0.667,2024,,,,,,
양우현,삼성,0.0,7,15,13,0,0,0,0,0,0,1,1,0,1,0,0,6,1,0.0,0.071,0.071,2024,,,,,,
황영묵,한화,0.301,123,389,349,52,105,8,4,3,130,35,3,1,31,0,5,56,6,0.372,0.365,0.737,2024,0.351,0.071,0.326,106.0,102.5,2.66
안치홍,한화,0.3,128,533,473,64,142,21,0,13,202,66,1,4,49,1,6,70,10,0.427,0.37,0.797,2024,0.327,0.127,0.346,120.9,117.5,4.57
하주석,한화,0.292,64,151,137,16,40,9,1,1,54,11,2,0,10,0,2,33,1,0.394,0.349,0.743,2024,0.379,0.102,0.325,105.2,103.0,1.02
김태연,한화,0.291,126,472,413,59,120,24,0,12,180,61,6,4,45,0,4,89,9,0.436,0.363,0.799,2024,0.342,0.145,0.346,120.9,117.5,4.05
박상언,한화,0.286,27,52,42,4,12,3,0,0,15,4,0,0,9,0,1,12,0,0.357,0.423,0.78,2024,0.4,0.071,0.355,127.6,116.5,0.49
최인호,한화,0.286,82,244,210,37,60,13,2,2,83,22,4,2,25,0,3,31,3,0.395,0.367,0.762,2024,0.324,0.109,0.334,112.0,108.7,1.84
문현빈,한화,0.277,103,289,260,29,72,16,2,5,107,47,1,2,24,1,2,53,9,0.412,0.34,0.752,2024,0.328,0.135,0.324,104.5,104.6,1.93
이도윤,한화,0.277,134,374,336,49,93,10,3,1,112,46,6,3,26,0,3,56,5,0.333,0.332,0.665,2024,0.326,0.056,0.294,82.1,82.8,1.52
페라자,한화,0.275,122,522,455,75,125,24,0,24,221,70,0,2,63,5,2,129,6,0.486,0.364,0.85,2024,0.332,0.211,0.361,132.1,130.1,5.15
노시환,한화,0.272,136,601,526,88,143,20,2,24,239,89,0,4,60,9,11,129,10,0.454,0.356,0.81,2024,0.316,0.182,0.345,120.2,119.8,5.1
권광민,한화,0.271,19,51,48,10,13,3,0,4,28,9,0,0,3,0,0,17,0,0.583,0.314,0.897,2024,0.333,0.312,0.374,141.8,138.6,0.56
채은성,한화,0.271,124,498,436,61,118,24,0,20,202,83,0,5,49,1,8,83,12,0.463,0.351,0.814,2024,0.29,0.192,0.349,123.2,120.5,4.4
장진혁,한화,0.263,99,327,289,56,76,16,0,9,119,44,5,1,29,0,3,72,6,0.412,0.335,0.747,2024,0.321,0.149,0.325,105.2,103.1,2.21
최재훈,한화,0.257,116,348,280,34,72,10,0,4,94,37,8,6,33,0,21,58,10,0.336,0.371,0.707,2024,0.304,0.079,0.32,101.5,95.5,2.2
이재원,한화,0.239,72,152,134,10,32,4,0,1,39,16,2,5,7,1,4,21,4,0.291,0.287,0.578,2024,0.265,0.052,0.252,50.7,58.8,0.07
김인환,한화,0.237,51,143,131,11,31,2,0,1,36,7,0,0,10,0,2,32,5,0.275,0.301,0.576,2024,0.306,0.038,0.261,57.4,59.2,0.17
이원석,한화,0.233,87,154,133,26,31,4,1,0,37,13,2,1,16,0,2,32,3,0.278,0.322,0.6,2024,0.304,0.045,0.274,67.1,66.3,0.36
김강민,한화,0.224,41,87,76,5,17,0,0,1,20,7,0,0,8,0,3,21,1,0.263,0.322,0.585,2024,0.296,0.039,0.272,65.6,62.6,0.19
유로결,한화,0.222,23,39,36,6,8,1,0,0,9,4,0,0,3,0,0,11,4,0.25,0.282,0.532,2024,0.32,0.028,0.242,43.2,47.3,-0.02
이진영,한화,0.204,42,103,93,20,19,6,0,1,28,13,0,0,8,0,2,27,3,0.301,0.282,0.583,2024,0.277,0.097,0.261,57.4,59.8,0.12
정은원,한화,0.172,27,78,64,10,11,3,1,1,19,6,1,0,13,0,0,16,0,0.297,0.312,0.609,2024,0.213,0.125,0.279,70.9,67.9,0.22
임종찬,한화,0.158,24,64,57,10,9,3,2,0,16,7,0,0,6,0,1,19,2,0.281,0.25,0.531,2024,0.237,0.123,0.237,39.5,45.1,-0.06
이상혁,한화,0.154,43,15,13,13,2,0,0,0,2,0,0,0,2,0,0,5,0,0.154,0.267,0.421,2024,,,,,,
이명기,한화,0.0,4,8,7,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0.0,0.0,0.0,2024,,,,,,
장규현,한화,0.0,9,7,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.143,0.143,2024,,,,,,
한경빈,한화,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
송성문,키움,0.34,142,602,527,88,179,29,4,19,273,104,0,8,64,2,3,82,5,0.518,0.409,0.927,2024,0.369,0.178,0.394,155.2,150.2,7.63
도슨,키움,0.33,95,429,382,69,126,31,2,11,194,57,0,2,39,0,6,54,10,0.508,0.399,0.907,2024,0.361,0.178,0.388,150.8,144.7,5.22
김혜성,키움,0.326,127,567,509,90,166,26,4,11,233,75,0,7,47,2,4,62,6,0.458,0.383,0.841,2024,0.35,0.132,0.361,130.8,127.7,5.57
이용규,키움,0.306,60,227,183,27,56,5,2,1,68,12,3,1,31,0,9,33,4,0.372,0.429,0.801,2024,0.367,0.066,0.362,131.6,120.8,2.25
이주형,키움,0.266,115,537,473,82,126,19,3,13,190,60,0,1,49,1,14,119,4,0.402,0.352,0.754,2024,0.33,0.136,0.33,107.9,104.8,3.83
최주환,키움,0.257,130,544,482,49,124,23,1,13,188,84,0,9,47,2,6,92,12,0.39,0.325,0.715,2024,0.288,0.133,0.309,92.4,93.7,2.89
김건희,키움,0.257,83,283,261,27,67,15,0,9,109,38,0,4,18,0,0,82,7,0.418,0.3,0.718,2024,0.333,0.161,0.306,90.1,93.0,1.43
고영우,키움,0.256,94,290,254,21,65,12,2,0,81,35,4,3,28,0,1,71,5,0.319,0.329,0.648,2024,0.349,0.063,0.289,77.6,77.7,1.04
박수종,키움,0.256,80,148,129,23,33,5,1,0,40,6,4,0,13,0,2,17,4,0.31,0.333,0.643,2024,0.295,0.054,0.29,78.3,76.7,0.54
변상권,키움,0.251,77,232,219,16,55,3,1,5,75,21,0,1,11,0,1,51,4,0.342,0.289,0.631,2024,0.305,0.091,0.275,67.2,71.2,0.55
원성준,키움,0.25,51,125,112,12,28,5,0,2,39,11,1,2,10,0,0,36,2,0.348,0.306,0.654,2024,0.342,0.098,0.286,75.3,77.8,0.41
김재현,키움,0.243,110,326,288,27,70,11,0,0,81,26,10,4,14,0,10,63,8,0.281,0.297,0.578,2024,0.306,0.038,0.26,56.1,58.8,0.35
임병욱,키움,0.241,42,92,87,14,21,3,0,3,33,10,0,1,4,0,0,32,1,0.379,0.272,0.651,2024,0.34,0.138,0.279,70.2,75.1,0.25
김태진,키움,0.222,81,202,189,26,42,6,3,0,54,10,5,1,7,1,0,27,1,0.286,0.249,0.535,2024,0.258,0.064,0.23,33.9,45.6,-0.31
박성빈,키움,0.222,12,11,9,1,2,1,0,0,3,2,0,0,1,0,1,2,0,0.333,0.364,0.697,2024,,,,,,
이원석,키움,0.22,39,109,91,5,20,4,0,0,24,8,0,2,14,0,2,18,2,0.264,0.33,0.594,2024,0.267,0.044,0.275,67.2,64.7,0.26
이형종,키움,0.216,35,126,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,0.363,0.36,0.723,2024,0.254,0.147,0.323,102.7,97.7,0.82
김동헌,키움,0.2,2,7,5,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0.2,0.429,0.629,2024,,,,,,
주성원,키움,0.2,27,62,55,7,11,1,0,1,15,5,1,0,6,0,0,18,2,0.273,0.279,0.552,2024,0.278,0.073,0.25,48.7,51.5,0.01
이재상,키움,0.19,36,89,84,7,16,1,0,1,20,5,1,0,2,0,2,33,0,0.238,0.227,0.465,2024,0.3,0.048,0.208,17.7,27.3,-0.31
김병휘,키움,0.169,28,71,59,6,10,3,0,1,16,3,1,0,6,0,5,26,0,0.271,0.3,0.571,2024,0.281,0.102,0.267,61.3,57.3,0.12
장재영,키움,0.168,38,139,119,14,20,3,0,4,35,13,0,0,17,0,3,64,2,0.294,0.288,0.582,2024,0.314,0.126,0.266,60.5,59.3,0.22
김주형,키움,0.15,22,25,20,0,3,0,0,0,3,2,1,0,1,0,3,9,0,0.15,0.292,0.442,2024,0.273,0.0,0.227,31.7,25.5,-0.04
김시앙,키움,0.143,6,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.143,0.143,0.286,2024,,,,,,
김웅빈,키움,0.125,12,38,32,2,4,0,0,0,4,2,1,0,4,0,1,15,1,0.125,0.243,0.368,2024,0.235,0.0,0.188,2.9,4.7,-0.2
이승원,키움,0.108,20,41,37,3,4,1,0,0,5,1,2,0,2,0,0,13,2,0.135,0.154,0.289,2024,0.167,0.027,0.134,-37.1,-19.8,-0.4
박주홍,키움,0.102,25,59,49,5,5,2,0,0,7,1,0,0,10,0,0,17,1,0.143,0.254,0.397,2024,0.156,0.041,0.203,14.0,12.4,-0.23
임지열,키움,0.102,22,57,49,4,5,0,0,1,8,5,0,1,7,0,0,16,2,0.163,0.211,0.374,2024,0.121,0.061,0.181,-2.3,4.2,-0.33
김수환,키움,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2024,,,,,,
박준형,키움,0.0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,2024,,,,,,
송지후,키움,0.0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2024,,,,,,
