선수명,팀,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,시즌,IP_float,FIP,xFIP,ERA+,K/9,BB/9,K/BB,pWAR
치리노스,LG,9.0,3,1,2,0,0,0.333,11.0,22,0,5,0,8,11,11,2.455,0,0,0,0,58,212,0.431,4,0,2,0,0,1,0,2026,11.0,3.01,3.01,44.4,6.55,4.09,1.6,0.23
보쉴리,KT,0.0,3,3,0,0,0,1.0,17.0,14,0,5,0,17,0,0,1.118,0,0,2,0,68,287,0.222,1,1,0,0,0,0,0,2026,17.0,1.98,1.98,,9.0,2.65,3.4,0.59
오원석,KT,1.59,3,2,1,0,0,0.667,17.0,16,1,2,0,18,5,3,1.059,0,0,2,0,69,262,0.242,3,0,0,1,0,0,0,2026,17.0,2.1,2.1,272.3,9.53,1.06,9.0,0.56
한승혁,KT,2.25,9,0,0,0,3,,8.0,7,0,6,0,9,3,2,1.625,0,0,0,0,39,147,0.212,1,0,0,0,0,0,0,2026,8.0,3.1,3.1,192.4,10.12,6.75,1.5,0.17
전용주,KT,3.0,7,1,1,0,0,0.5,6.0,5,0,5,0,4,2,2,1.667,0,0,0,0,28,97,0.227,0,0,1,0,1,1,0,2026,6.0,4.27,4.27,144.3,6.0,7.5,0.8,0.05
사우어,KT,4.76,3,1,1,0,0,0.5,17.0,17,1,10,1,8,9,9,1.588,0,0,1,0,76,273,0.27,4,2,0,2,0,3,0,2026,17.0,4.86,4.86,91.0,4.24,5.29,0.8,0.03
소형준,KT,6.19,3,1,0,0,0,1.0,16.0,20,2,4,1,15,11,11,1.5,0,0,1,0,71,275,0.313,7,0,1,1,1,0,0,2026,16.0,3.79,3.79,69.9,8.44,2.25,3.75,0.22
고영표,KT,7.07,3,1,1,0,0,0.5,14.0,25,2,4,2,18,12,11,2.071,0,0,0,0,73,262,0.379,2,0,1,0,0,0,0,2026,14.0,3.67,3.67,61.2,11.57,2.57,4.5,0.21
스기모토,KT,9.0,9,0,0,0,1,,7.0,12,1,3,1,8,9,7,2.143,0,0,0,0,38,139,0.353,2,0,0,0,0,1,0,2026,7.0,4.39,4.39,48.1,10.29,3.86,2.67,0.05
원태인,SSG,0.0,1,0,0,0,0,,3 2/3,4,0,1,1,3,0,0,,0,0,0,0,16,69,0.286,1,0,0,0,0,0,0,2026,3.6666666666666665,,,,,,,
이승민,SSG,1.13,8,0,0,0,2,,8,1,0,7,0,6,1,1,1.0,0,0,0,0,32,137,0.042,1,0,1,0,0,0,0,2026,8.0,4.22,4.22,364.4,6.75,7.88,0.86,0.07
이승현,SSG,1.29,8,3,0,0,1,1.0,7,6,1,2,0,6,1,1,1.143,0,0,0,0,28,112,0.231,0,0,0,0,0,0,0,2026,7.0,4.1,4.1,319.2,7.71,2.57,3.0,0.07
김재윤,SSG,1.5,6,0,0,4,0,,6,4,1,2,0,5,1,1,1.0,0,0,0,0,23,75,0.19,1,0,0,0,0,0,0,2026,6.0,4.6,4.6,274.5,7.5,3.0,2.5,0.03
최지광,SSG,1.8,6,1,0,1,1,1.0,5,6,0,3,1,4,3,1,1.8,0,0,0,1,26,87,0.273,0,0,0,0,0,0,0,2026,5.0,3.9,3.9,228.8,7.2,5.4,1.33,0.06
후라도,SSG,2.5,3,1,1,0,0,0.5,18,18,3,2,1,10,6,5,1.111,0,0,3,0,75,289,0.257,2,0,1,1,0,1,0,2026,18.0,4.66,4.66,164.7,5.0,1.0,5.0,0.07
임기영,SSG,2.57,6,0,0,0,0,,7,7,2,1,1,4,2,2,1.143,0,0,0,0,30,112,0.25,1,0,0,0,0,0,0,2026,7.0,6.53,6.53,160.2,5.14,1.29,4.0,-0.12
배찬승,SSG,2.7,9,1,0,0,2,1.0,6 2/3,7,2,4,0,2,2,2,1.65,0,0,0,0,30,113,0.269,1,0,0,0,0,1,0,2026,6.666666666666667,8.2,8.2,152.5,2.7,5.4,0.5,-0.23
백정현,SSG,2.7,6,1,0,0,1,1.0,6 2/3,2,1,3,0,2,2,2,0.75,0,0,0,0,25,93,0.091,0,0,0,0,0,0,0,2026,6.666666666666667,5.8,5.8,152.5,2.7,4.05,0.67,-0.06
장찬희,SSG,3.38,5,2,0,0,0,1.0,10 2/3,12,2,3,0,9,5,4,1.406,0,0,0,0,49,165,0.273,2,0,1,1,1,0,0,2026,10.666666666666666,4.69,4.69,121.8,7.59,2.53,3.0,0.04
미야지,SSG,4.26,7,0,0,0,2,,6 1/3,4,1,3,1,6,3,3,1.105,0,0,0,0,27,102,0.174,1,0,0,0,0,0,0,2026,6.333333333333333,5.15,5.15,96.7,8.53,4.26,2.0,-0.01
양창섭,SSG,6.17,3,1,0,0,0,1.0,11 2/3,15,0,6,1,11,8,8,1.8,0,0,0,0,56,212,0.306,2,0,0,0,0,0,0,2026,11.666666666666666,3.01,3.01,66.7,8.49,4.63,1.83,0.25
최원태,SSG,6.32,3,0,1,0,0,0.0,15 2/3,22,2,8,1,15,11,11,1.915,0,0,1,0,72,280,0.355,4,0,0,1,0,0,0,2026,15.666666666666666,4.57,4.57,65.2,8.62,4.6,1.88,0.07
오러클린,SSG,7.11,3,0,1,0,0,0.0,12 2/3,14,0,7,4,11,10,10,1.658,0,0,1,0,60,249,0.298,4,0,1,1,0,0,0,2026,12.666666666666666,3.97,3.97,57.9,7.82,4.97,1.57,0.14
육선엽,SSG,11.57,2,0,0,0,0,,2 1/3,2,1,3,1,3,3,3,,0,0,0,0,13,53,0.286,1,0,1,1,0,2,0,2026,2.3333333333333335,,,,,,,
원종해,NC,0.0,6,0,0,0,1,,5.0,1,0,0,1,4,0,0,0.2,0,0,0,0,18,79,0.059,0,0,0,0,0,1,0,2026,5.0,2.1,2.1,,7.2,0.0,,0.17
구창모,NC,2.12,3,2,0,0,0,1.0,17.0,10,2,6,0,11,4,4,0.941,0,0,1,0,66,247,0.169,2,1,1,0,0,1,0,2026,17.0,4.39,4.39,206.4,5.82,3.18,1.83,0.12
임지민,NC,3.38,9,0,0,1,2,,8.0,4,2,2,0,9,3,3,0.75,0,0,0,0,28,111,0.154,0,0,0,0,0,0,0,2026,8.0,4.85,4.85,129.4,10.12,2.25,4.5,0.01
버하겐,NC,3.46,3,1,0,0,0,1.0,13.0,12,0,4,0,11,5,5,1.231,0,0,0,0,55,220,0.24,1,1,1,0,0,1,0,2026,13.0,2.33,2.33,126.4,7.62,2.77,2.75,0.4
테일러,NC,4.2,3,1,1,0,0,0.5,15.0,12,0,12,1,13,7,7,1.6,0,0,0,0,66,288,0.226,2,0,0,0,0,2,0,2026,15.0,3.97,3.97,104.2,7.8,7.2,1.08,0.18
신민혁,NC,4.5,3,0,1,0,0,0.0,16.0,16,4,5,0,7,8,8,1.312,0,0,0,0,67,253,0.262,3,0,1,0,0,0,0,2026,16.0,6.41,6.41,97.2,3.94,2.81,1.4,-0.26
토다,NC,4.85,3,1,2,0,0,0.333,13.0,13,0,7,0,8,8,7,1.538,0,0,1,0,57,202,0.271,2,1,0,2,0,0,0,2026,13.0,3.48,3.48,90.2,5.54,4.85,1.14,0.23
김영규,NC,7.71,10,0,0,0,1,,7.0,8,2,5,0,7,6,6,1.857,0,0,0,0,34,128,0.308,3,0,1,2,1,1,0,2026,7.0,6.96,6.96,56.7,9.0,6.43,1.4,-0.16
신영우,NC,9.0,4,1,1,0,0,0.5,4.0,1,1,3,1,4,4,4,,0,0,0,0,16,58,0.091,0,0,1,0,0,1,0,2026,4.0,,,,,,,
김진호,NC,11.25,6,0,1,0,1,0.0,4.0,6,1,3,0,2,5,5,,0,0,0,1,21,102,0.353,2,1,0,1,0,1,0,2026,4.0,,,,,,,
목지훈,NC,11.25,4,0,0,0,0,,4.0,5,1,5,1,3,5,5,,0,0,0,0,22,93,0.313,0,0,0,0,0,0,0,2026,4.0,,,,,,,
김정우,두산,0.0,5,0,0,0,0,,6.0,2,0,2,1,9,0,0,0.667,0,0,0,0,23,84,0.105,1,0,1,0,0,0,0,2026,6.0,1.6,1.6,,13.5,3.0,4.5,0.22
박정수,두산,0.0,2,0,0,0,0,,2.0,1,0,2,0,1,0,0,,0,0,0,0,7,28,0.2,0,0,0,0,0,0,0,2026,2.0,,,,,,,
박치국,두산,0.0,4,0,0,0,0,,2.0,4,0,1,2,1,0,0,,0,0,0,0,12,52,0.444,1,0,0,0,0,0,0,2026,2.0,,,,,,,
최원준,두산,0.0,2,0,0,0,0,,2.0,1,0,1,0,1,0,0,,0,0,0,0,7,30,0.167,1,0,0,0,0,0,0,2026,2.0,,,,,,,
윤태호,두산,1.8,5,0,0,1,0,,5.0,3,0,4,0,4,1,1,1.4,0,0,0,0,22,87,0.176,0,0,1,0,0,0,0,2026,5.0,3.9,3.9,222.2,7.2,7.2,1.0,0.06
잭로그,두산,2.37,3,1,1,0,0,0.5,19.0,17,2,3,0,16,7,5,1.053,0,0,3,0,78,275,0.233,2,0,2,0,0,0,0,2026,19.0,3.26,3.26,168.8,7.58,1.42,5.33,0.35
플렉센,두산,5.4,2,0,2,0,0,0.0,5.0,2,1,6,2,3,4,3,1.6,0,0,0,0,26,111,0.111,0,0,0,0,0,0,0,2026,5.0,9.3,9.3,74.1,5.4,10.8,0.5,-0.23
양재훈,두산,7.71,7,0,1,0,0,0.0,7.0,8,1,7,2,11,8,6,2.143,0,0,0,0,39,171,0.276,0,0,1,0,1,3,0,2026,7.0,5.67,5.67,51.9,14.14,9.0,1.57,-0.05
이영하,두산,9.0,1,0,1,0,0,0.0,3.0,5,1,3,0,7,3,3,,0,0,0,0,17,73,0.357,1,0,0,0,0,1,0,2026,3.0,,,,,,,
박신지,두산,11.7,7,0,0,0,0,,10.0,11,2,6,2,8,13,13,1.7,0,0,0,0,48,162,0.289,3,1,1,1,0,0,0,2026,10.0,6.5,6.5,34.2,7.2,5.4,1.33,-0.16
타무라,두산,12.86,7,1,1,0,0,0.5,7.0,15,2,2,0,8,10,10,2.429,0,0,0,0,38,152,0.429,4,0,0,1,0,2,0,2026,7.0,5.39,5.39,31.1,10.29,2.57,4.0,-0.03
최지강,두산,22.5,3,0,0,0,0,,2.0,8,0,2,0,2,8,5,,0,0,0,0,17,53,0.571,3,1,1,0,0,1,1,2026,2.0,,,,,,,
한재승,KIA,0.0,3,0,0,0,1,,3.0,1,0,0,0,1,0,0,,0,0,0,0,10,27,0.1,0,0,0,0,0,0,0,2026,3.0,,,,,,,
홍건희,KIA,0.0,2,0,0,0,1,,2.0,3,0,0,0,2,1,0,,0,0,0,0,10,41,0.3,1,0,0,0,0,0,0,2026,2.0,,,,,,,
올러,KIA,1.0,3,3,0,0,0,1.0,18.0,11,0,5,0,15,2,2,0.889,0,0,2,0,69,269,0.172,1,0,0,0,0,1,0,2026,18.0,2.27,2.27,407.8,7.5,2.5,3.0,0.53
이태양,KIA,1.0,6,1,0,0,1,1.0,9.0,4,0,2,1,3,1,1,0.667,0,0,0,0,33,139,0.138,1,0,0,1,0,0,0,2026,9.0,3.43,3.43,407.8,3.0,2.0,1.5,0.15
네일,KIA,2.5,3,1,1,0,0,0.5,18.0,11,1,4,2,14,5,5,0.833,0,0,2,0,68,278,0.177,3,0,0,0,0,1,0,2026,18.0,3.27,3.27,163.1,7.0,2.0,3.5,0.34
조상우,KIA,2.57,7,1,1,0,1,0.5,7.0,7,0,2,0,4,3,2,1.286,0,0,0,1,29,107,0.269,2,0,0,1,0,1,0,2026,7.0,2.81,2.81,158.7,5.14,2.57,2.0,0.17
김기훈,KIA,9.0,1,0,0,0,0,,1.0,0,0,2,0,1,1,1,,0,0,0,0,5,23,0.0,0,0,0,1,0,1,0,2026,1.0,,,,,,,
황동하,KIA,9.9,5,1,0,0,1,1.0,10.0,13,5,7,0,8,11,11,2.0,0,0,0,0,49,233,0.31,2,0,0,0,0,0,0,2026,10.0,10.1,10.1,41.2,7.2,6.3,1.14,-0.55
김시훈,KIA,13.5,2,0,0,0,0,,2.0,2,0,2,1,2,3,3,,0,0,0,0,12,41,0.25,2,0,1,0,0,0,0,2026,2.0,,,,,,,
최이준,롯데,0.0,3,0,0,0,0,,3 2/3,1,0,0,0,4,0,0,,0,0,0,0,12,61,0.083,0,0,0,0,0,1,0,2026,3.6666666666666665,,,,,,,
박정민,롯데,1.04,8,1,1,1,2,0.5,8 2/3,3,1,5,1,12,1,1,0.923,0,0,0,0,34,149,0.107,1,0,0,0,1,0,0,2026,8.666666666666666,3.91,3.91,388.3,12.46,5.19,2.4,0.1
최준용,롯데,1.13,8,0,1,3,1,0.0,8,2,0,4,0,9,1,1,0.75,0,0,0,0,30,118,0.077,0,0,0,0,0,2,0,2026,8.0,2.35,2.35,357.4,10.12,4.5,2.25,0.23
나균안,롯데,1.84,3,0,1,0,0,0.0,14 2/3,16,1,7,1,11,5,3,1.568,0,0,0,0,67,265,0.281,2,0,1,1,0,1,0,2026,14.666666666666666,4.12,4.12,219.5,6.75,4.3,1.57,0.14
김진욱,롯데,1.86,3,2,0,0,0,1.0,19 1/3,10,1,5,0,15,4,4,0.776,0,0,2,0,72,299,0.152,1,0,1,0,0,0,0,2026,19.333333333333332,3.0,3.0,217.1,6.98,2.33,3.0,0.41
박세웅,롯데,2.81,3,0,2,0,0,0.0,16,16,1,6,3,14,9,5,1.375,0,0,1,0,73,275,0.254,3,0,1,0,0,0,0,2026,16.0,3.85,3.85,143.7,7.88,3.38,2.33,0.2
비슬리,롯데,4.2,3,1,0,0,0,1.0,15,17,0,5,2,16,8,7,1.467,0,0,1,0,68,278,0.283,3,0,1,0,0,0,0,2026,15.0,2.37,2.37,96.2,9.6,3.0,3.2,0.42
로드리게스,롯데,4.76,3,2,1,0,0,0.667,17,15,3,10,1,15,9,9,1.471,0,0,1,0,75,295,0.234,4,0,0,0,0,2,0,2026,17.0,5.57,5.57,84.8,7.94,5.29,1.5,-0.1
정철원,롯데,6.0,6,0,1,0,1,0.0,6,7,1,3,0,5,4,4,1.667,0,0,0,1,27,110,0.304,2,0,1,0,0,2,0,2026,6.0,5.1,5.1,67.3,7.5,4.5,1.67,-0.01
쿄야마,롯데,6.75,6,0,1,0,1,0.0,6 2/3,8,0,6,0,7,6,5,2.1,0,0,0,0,33,139,0.296,2,0,0,0,0,2,0,2026,6.666666666666667,3.7,3.7,59.8,9.45,8.1,1.17,0.09
김원중,롯데,7.2,7,0,1,0,1,0.0,5,7,0,5,0,1,4,4,2.4,0,0,0,0,27,110,0.333,3,0,1,0,1,1,0,2026,5.0,5.7,5.7,56.1,1.8,9.0,0.2,-0.04
김강현,롯데,10.8,1,0,0,0,0,,1 2/3,2,0,2,0,2,2,2,,0,0,0,0,8,34,0.333,1,0,0,0,0,1,0,2026,1.6666666666666665,,,,,,,
이민석,롯데,14.54,3,0,0,0,0,,4 1/3,6,1,5,0,4,7,7,,0,0,0,0,24,99,0.316,2,0,0,0,0,3,0,2026,4.333333333333333,,,,,,,
신동건,롯데,18.0,1,0,0,0,0,,1,1,0,4,0,1,2,2,,0,0,0,0,8,33,0.333,0,0,0,1,0,0,0,2026,1.0,,,,,,,
최충연,롯데,18.0,1,0,0,0,0,,1,3,0,1,0,0,2,2,,0,0,0,0,7,28,0.5,2,0,0,0,0,0,0,2026,1.0,,,,,,,
윤성빈,롯데,19.29,3,0,0,0,0,,2 1/3,4,0,4,0,1,5,5,,0,0,0,0,15,58,0.364,3,0,0,0,0,1,0,2026,2.3333333333333335,,,,,,,
문승원,삼성,0.0,6,0,0,0,0,-,6,3,0,3,1,3,3,0,1.0,0,0,0,0,27,108,0.136,0,0,1,0,1,0,0,2026,6.0,4.1,4.1,,4.5,4.5,1.0,0.06
백승건,삼성,0.0,2,0,0,0,0,-,2,4,0,1,0,1,1,0,,0,0,0,0,12,62,0.4,1,0,0,1,0,0,0,2026,2.0,,,,,,,
이로운,삼성,0.0,6,2,0,0,1,1.000,6,4,0,3,0,4,0,0,1.167,0,0,0,0,24,111,0.19,1,0,0,0,1,0,0,2026,6.0,3.27,3.27,,6.0,4.5,1.33,0.12
조병현,삼성,0.0,5,0,0,2,0,-,5,2,0,3,0,5,0,0,1.0,0,0,0,0,20,82,0.118,0,0,0,0,0,0,0,2026,5.0,2.9,2.9,,9.0,5.4,1.67,0.12
최민준,삼성,0.0,3,1,1,0,0,0.500,13 1/3,8,1,9,0,11,4,0,1.275,0,0,0,0,54,229,0.178,2,0,0,0,0,0,1,2026,13.333333333333334,4.45,4.45,,7.42,6.07,1.22,0.08
김민,삼성,1.08,7,2,0,0,3,1.000,8 1/3,5,0,4,0,9,2,1,1.08,0,0,0,0,33,101,0.172,1,0,0,0,2,0,0,2026,8.333333333333334,2.38,2.38,400.9,9.72,4.32,2.25,0.25
노경은,삼성,1.59,5,1,1,0,0,0.500,5 2/3,4,0,2,1,5,2,1,1.059,0,0,0,1,22,77,0.211,2,0,0,0,1,1,0,2026,5.666666666666667,2.92,2.92,272.3,7.94,3.18,2.5,0.14
장지훈,삼성,1.59,3,0,0,0,0,-,5 2/3,3,0,2,2,5,1,1,0.882,0,0,0,0,24,82,0.15,0,0,0,0,0,0,0,2026,5.666666666666667,3.45,3.45,272.3,7.94,3.18,2.5,0.1
한두솔,삼성,3.38,5,0,0,0,0,-,8,11,0,1,2,6,4,3,1.5,0,0,0,0,39,126,0.324,1,0,0,2,0,0,0,2026,8.0,2.72,2.72,128.1,6.75,1.12,6.0,0.21
박시후,삼성,4.15,7,0,0,0,0,-,8 2/3,8,2,3,1,9,6,4,1.269,0,0,0,0,38,137,0.235,4,0,0,0,0,1,0,2026,8.666666666666666,5.41,5.41,104.3,9.35,3.12,3.0,-0.04
김건우,삼성,5.11,3,1,0,0,0,1.000,12 1/3,12,1,8,1,9,7,7,1.622,0,0,1,0,55,228,0.273,4,0,0,2,0,0,0,2026,12.333333333333334,4.88,4.88,84.7,6.57,5.84,1.12,0.02
베니지아노,삼성,5.52,3,0,1,0,0,0.000,14 2/3,19,1,6,0,9,11,9,1.705,0,0,0,0,70,279,0.311,5,0,3,0,0,1,0,2026,14.666666666666666,3.99,3.99,78.4,5.52,3.68,1.5,0.17
화이트,삼성,7.36,3,1,1,0,0,0.500,14 2/3,23,1,9,1,13,12,12,2.182,0,0,1,0,76,288,0.354,3,0,0,1,0,2,0,2026,14.666666666666666,4.26,4.26,58.8,7.98,5.52,1.44,0.12
전영준,삼성,8.64,8,0,0,0,0,-,8 1/3,4,2,5,2,13,8,8,1.08,0,0,0,0,34,136,0.148,0,0,0,0,0,0,0,2026,8.333333333333334,5.62,5.62,50.1,14.04,5.4,2.6,-0.06
이기순,삼성,12.0,2,0,0,0,0,-,3,4,0,5,0,2,4,4,,0,0,0,0,18,74,0.308,1,0,0,0,0,1,0,2026,3.0,,,,,,,
타케다,삼성,13.03,3,0,3,0,0,0.000,9 2/3,18,2,7,0,8,14,14,2.586,0,0,0,0,54,216,0.391,4,0,0,1,0,4,0,2026,9.666666666666666,6.31,6.31,33.2,7.45,6.52,1.14,-0.15
이민우,한화,0.0,2,0,0,0,0,-,1 1/3,0,0,1,0,0,0,0,,0,0,0,0,5,20,0.0,0,0,0,1,0,0,0,2026,1.3333333333333333,,,,,,,
조동욱,한화,1.42,9,0,0,0,3,-,6 1/3,3,0,3,0,6,1,1,0.947,0,0,0,0,24,80,0.143,0,0,0,0,0,1,0,2026,6.333333333333333,2.63,2.63,295.8,8.53,4.26,2.0,0.17
왕옌청,한화,2.04,3,2,0,0,0,1.000,17 2/3,15,0,3,1,14,7,4,1.019,0,0,2,0,69,265,0.231,3,0,0,0,0,1,0,2026,17.666666666666668,2.19,2.19,205.9,7.13,1.53,4.67,0.55
류현진,한화,2.45,2,1,0,0,0,1.000,11,7,2,2,0,14,4,3,0.818,0,0,1,0,41,175,0.179,3,0,0,0,0,0,0,2026,11.0,3.46,3.46,171.4,11.45,1.64,7.0,0.19
김종수,한화,2.84,7,0,0,0,2,-,6 1/3,4,1,2,1,7,2,2,0.947,0,0,0,0,25,99,0.182,0,1,0,0,0,0,0,2026,6.333333333333333,4.36,4.36,147.9,9.95,2.84,3.5,0.05
황준서,한화,3.38,4,0,1,0,0,0.000,8,7,0,4,0,11,3,3,1.375,0,0,0,0,36,155,0.241,1,0,2,1,0,0,0,2026,8.0,1.85,1.85,124.3,12.38,4.5,2.75,0.28
화이트,한화,3.86,1,0,1,0,0,0.000,2 1/3,4,0,1,0,2,1,1,,0,0,0,0,13,57,0.333,1,0,0,0,0,1,0,2026,2.3333333333333335,,,,,,,
강건우,한화,4.5,5,0,0,0,0,-,8,14,1,6,1,6,5,4,2.5,0,0,0,0,46,154,0.359,0,0,0,0,0,0,0,2026,8.0,5.85,5.85,93.3,6.75,6.75,1.0,-0.08
문동주,한화,4.5,3,1,1,0,0,0.500,14,18,2,8,1,13,7,7,1.857,0,0,0,0,67,264,0.31,4,1,0,0,0,0,0,2026,14.0,5.03,5.03,93.3,8.36,5.14,1.62,-0.0
이상규,한화,6.23,4,0,0,0,0,-,4 1/3,5,0,4,0,5,6,3,,0,0,0,0,24,82,0.278,0,0,2,0,0,0,0,2026,4.333333333333333,,,,,,,
강재민,한화,7.71,2,0,0,0,0,-,2 1/3,2,0,3,2,1,2,2,,0,0,0,0,14,51,0.222,0,0,0,0,0,0,0,2026,2.3333333333333335,,,,,,,
박준영,한화,7.71,7,0,0,0,0,-,4 2/3,7,1,6,0,6,5,4,,0,0,0,0,26,112,0.368,2,1,0,1,0,0,0,2026,4.666666666666667,,,,,,,
김서현,한화,9.0,7,0,1,1,0,0.000,6,5,0,12,2,5,6,6,2.833,0,0,0,1,37,155,0.227,1,0,1,0,0,1,0,2026,6.0,8.43,8.43,46.7,7.5,18.0,0.42,-0.23
윤산흠,한화,9.0,7,0,0,0,0,-,6,8,1,5,1,5,6,6,2.167,0,0,0,0,31,126,0.333,3,0,1,0,0,0,0,2026,6.0,6.6,6.6,46.7,7.5,7.5,1.0,-0.11
쿠싱,한화,9.0,1,0,1,0,0,0.000,3,4,0,1,0,3,3,3,,0,0,0,0,15,64,0.286,2,0,0,0,0,0,0,2026,3.0,,,,,,,
정우주,한화,9.45,10,0,0,0,3,-,6 2/3,10,0,7,2,10,7,7,2.55,0,0,0,1,38,158,0.345,2,0,0,0,0,3,0,2026,6.666666666666667,4.15,4.15,44.4,13.5,9.45,1.43,0.06
에르난데스,한화,9.98,4,1,2,0,0,0.333,15 1/3,20,2,11,0,10,18,17,2.022,0,0,0,0,76,311,0.313,4,0,1,0,0,0,0,2026,15.333333333333334,5.64,5.64,42.1,5.87,6.46,0.91,-0.11
박상원,한화,15.0,8,0,1,0,2,0.000,6,12,0,5,0,9,10,10,2.833,0,0,0,1,35,142,0.414,3,0,0,1,0,0,0,2026,6.0,2.6,2.6,28.0,13.5,7.5,1.8,0.16
김도빈,한화,22.5,5,0,1,0,1,0.000,4,3,0,8,2,6,10,10,,0,0,0,0,25,112,0.214,2,1,0,1,0,3,0,2026,4.0,,,,,,,
원종혁,한화,33.75,3,1,0,0,0,1.000,1 1/3,7,1,3,0,2,6,5,,0,0,0,0,15,60,0.583,2,0,0,0,0,0,0,2026,1.3333333333333333,,,,,,,
안우진,키움,0.0,1,0,0,0,0,-,1.0,1,0,1,0,1,0,0,,0,0,0,0,5,24,0.25,0,0,0,0,0,0,0,2026,1.0,,,,,,,
원종현,키움,0.0,2,0,0,0,0,-,2.0,2,0,0,0,0,0,0,,0,0,0,0,8,24,0.25,0,0,0,0,0,0,0,2026,2.0,,,,,,,
이준우,키움,0.0,2,0,0,0,0,-,2.0,0,0,2,0,1,0,0,,0,0,0,0,7,34,0.0,0,0,0,0,0,0,0,2026,2.0,,,,,,,
와일스,키움,3.0,3,0,2,0,0,0.000,18.0,20,1,2,1,15,7,6,1.222,0,0,2,0,79,289,0.27,3,0,0,2,0,0,0,2026,18.0,2.66,2.66,138.6,7.5,1.0,7.5,0.46
오석주,키움,3.38,6,0,0,0,0,-,8.0,6,0,7,1,7,4,3,1.625,0,0,0,0,39,163,0.2,2,0,0,1,0,0,0,2026,8.0,4.35,4.35,123.0,7.88,7.88,1.0,0.06
김재웅,키움,5.4,5,0,0,3,1,-,5.0,4,0,3,0,3,3,3,1.4,0,0,0,1,22,86,0.222,1,0,1,0,0,0,0,2026,5.0,3.7,3.7,77.0,5.4,5.4,1.0,0.07
정다훈,키움,6.0,3,0,0,0,0,-,3.0,5,1,2,1,0,2,2,,0,0,0,0,17,52,0.385,1,0,1,0,0,0,0,2026,3.0,,,,,,,
하영민,키움,6.75,3,0,2,0,0,0.000,12.0,15,3,11,1,10,12,9,2.167,0,0,0,0,62,248,0.313,3,0,1,1,0,3,0,2026,12.0,7.68,7.68,61.6,7.5,8.25,0.91,-0.35
정현우,키움,10.8,1,0,1,0,0,0.000,5.0,5,1,3,0,3,6,6,1.6,0,0,0,0,22,84,0.263,2,0,0,0,0,0,0,2026,5.0,6.3,6.3,38.5,5.4,5.4,1.0,-0.07
정세영,키움,12.6,3,0,2,0,0,0.000,10.0,19,2,5,1,3,16,14,2.4,0,0,0,0,56,206,0.413,4,0,3,1,0,2,0,2026,10.0,6.9,6.9,33.0,2.7,4.5,0.6,-0.21
